,zip,year_factor,count
1360,11211,2006,432
1361,11211,2007,485
1362,11211,2008,514
1363,11211,2009,508
1364,11211,2010,435
1365,11211,2011,551
1366,11211,2012,381
1367,11211,2013,348
1368,11211,2014,447
1369,11211,2015,434
1370,11211,2016,65
1371,11212,2004,149
1372,11212,2005,244
1373,11212,2006,223
1374,11212,2007,272
1375,11212,2008,259
1376,11212,2009,382
1377,11212,2010,251
1378,11212,2011,340
1379,11212,2012,361
1380,11212,2013,260
1381,11212,2014,300
1382,11212,2015,364
1383,11212,2016,69
1384,11213,2004,182
1385,11213,2005,278
1386,11213,2006,355
1387,11213,2007,386
1388,11213,2008,372
1389,11213,2009,335
1390,11213,2010,310
1391,11213,2011,343
1392,11213,2012,470
1393,11213,2013,360
1394,11213,2014,309
1395,11213,2015,360
1396,11213,2016,63
1397,11214,2004,241
1398,11214,2005,360
1399,11214,2006,407
1400,11214,2007,416
1401,11214,2008,481
1402,11214,2009,397
1403,11214,2010,450
1404,11214,2011,430
1405,11214,2012,378
1406,11214,2013,266
1407,11214,2014,347
1408,11214,2015,385
1409,11214,2016,72
1410,11215,2004,388
1411,11215,2005,700
1412,11215,2006,613
1413,11215,2007,603
1414,11215,2008,538
1415,11215,2009,371
1416,11215,2010,334
1417,11215,2011,397
1418,11215,2012,388
1419,11215,2013,336
1420,11215,2014,330
1421,11215,2015,428
1422,11215,2016,96
1423,11216,2004,285
1424,11216,2005,394
1425,11216,2006,438
1426,11216,2007,457
1427,11216,2008,422
1428,11216,2009,387
1429,11216,2010,363
1430,11216,2011,471
1431,11216,2012,551
1432,11216,2013,442
1433,11216,2014,439
1434,11216,2015,528
1435,11216,2016,104
1436,11217,2004,268
1437,11217,2005,383
1438,11217,2006,337
1439,11217,2007,351
1440,11217,2008,343
1441,11217,2009,294
1442,11217,2010,278
1443,11217,2011,256
1444,11217,2012,259
1445,11217,2013,321
1446,11217,2014,394
1447,11217,2015,390
1448,11217,2016,62
1449,11218,2004,255
1450,11218,2005,384
1451,11218,2006,361
1452,11218,2007,370
1453,11218,2008,457
1454,11218,2009,353
1455,11218,2010,344
1456,11218,2011,356
1457,11218,2012,272
1458,11218,2013,327
1459,11218,2014,325
1460,11218,2015,345
1461,11218,2016,66
1462,11219,2004,282
1463,11219,2005,427
1464,11219,2006,399
1465,11219,2007,416
1466,11219,2008,448
1467,11219,2009,495
1468,11219,2010,351
1469,11219,2011,408
1470,11219,2012,266
1471,11219,2013,265
1472,11219,2014,282
1473,11219,2015,281
1474,11219,2016,68
1475,11220,2004,235
1476,11220,2005,386
1477,11220,2006,387
1478,11220,2007,388
1479,11220,2008,415
1480,11220,2009,439
1481,11220,2010,377
1482,11220,2011,412
1483,11220,2012,346
1484,11220,2013,323
1485,11220,2014,396
1486,11220,2015,346
1487,11220,2016,63
1488,11221,2004,331
1489,11221,2005,423
1490,11221,2006,534
1491,11221,2007,787
1492,11221,2008,590
1493,11221,2009,511
1494,11221,2010,480
1495,11221,2011,560
1496,11221,2012,564
1497,11221,2013,539
1498,11221,2014,600
1499,11221,2015,657
1500,11221,2016,143
1501,11222,2004,167
1502,11222,2005,293
1503,11222,2006,281
1504,11222,2007,300
1505,11222,2008,263
1506,11222,2009,277
1507,11222,2010,262
1508,11222,2011,243
1509,11222,2012,334
1510,11222,2013,242
1511,11222,2014,283
1512,11222,2015,376
1513,11222,2016,49
1514,11223,2004,287
1515,11223,2005,451
1516,11223,2006,445
1517,11223,2007,537
1518,11223,2008,544
1519,11223,2009,473
1520,11223,2010,417
1521,11223,2011,373
1522,11223,2012,349
1523,11223,2013,313
1524,11223,2014,379
1525,11223,2015,353
1526,11223,2016,107
1527,11224,2004,63
1528,11224,2005,109
1529,11224,2006,125
1530,11224,2007,115
1531,11224,2008,111
1532,11224,2009,132
1533,11224,2010,118
1534,11224,2011,130
1535,11224,2012,151
1536,11224,2013,134
1537,11224,2014,120
1538,11224,2015,111
1539,11224,2016,25
1540,11225,2004,162
1541,11225,2005,264
1542,11225,2006,217
1543,11225,2007,245
1544,11225,2008,297
1545,11225,2009,307
1546,11225,2010,211
1547,11225,2011,302
1548,11225,2012,319
1549,11225,2013,355
1550,11225,2014,412
1551,11225,2015,241
1552,11225,2016,58
1553,11226,2004,280
1554,11226,2005,365
1555,11226,2006,315
1556,11226,2007,407
1557,11226,2008,468
1558,11226,2009,524
1559,11226,2010,403
1560,11226,2011,445
1561,11226,2012,463
1562,11226,2013,419
1563,11226,2014,480
1564,11226,2015,513
1565,11226,2016,123
1566,11228,2004,101
1567,11228,2005,161
1568,11228,2006,163
1569,11228,2007,207
1570,11228,2008,256
1571,11228,2009,264
1572,11228,2010,183
1573,11228,2011,205
1574,11228,2012,192
1575,11228,2013,132
1576,11228,2014,174
1577,11228,2015,147
1578,11228,2016,44
1579,11229,2004,325
1580,11229,2005,478
1581,11229,2006,511
1582,11229,2007,554
1583,11229,2008,521
1584,11229,2009,456
1585,11229,2010,397
1586,11229,2011,423
1587,11229,2012,467
1588,11229,2013,379
1589,11229,2014,456
1590,11229,2015,387
1591,11229,2016,97
1592,11230,2004,305
1593,11230,2005,482
1594,11230,2006,462
1595,11230,2007,556
1596,11230,2008,560
1597,11230,2009,650
1598,11230,2010,416
1599,11230,2011,519
1600,11230,2012,465
1601,11230,2013,431
1602,11230,2014,479
1603,11230,2015,463
1604,11230,2016,102
1605,11231,2004,220
1606,11231,2005,248
1607,11231,2006,268
1608,11231,2007,274
1609,11231,2008,285
1610,11231,2009,211
1611,11231,2010,195
1612,11231,2011,253
1613,11231,2012,202
1614,11231,2013,185
1615,11231,2014,162
1616,11231,2015,251
1617,11231,2016,49
1618,11232,2004,95
1619,11232,2005,161
1620,11232,2006,129
1621,11232,2007,158
1622,11232,2008,178
1623,11232,2009,180
1624,11232,2010,101
1625,11232,2011,153
1626,11232,2012,117
1627,11232,2013,91
1628,11232,2014,129
1629,11232,2015,139
1630,11232,2016,26
1631,11233,2004,253
1632,11233,2005,372
1633,11233,2006,473
1634,11233,2007,523
1635,11233,2008,455
1636,11233,2009,536
1637,11233,2010,401
1638,11233,2011,470
1639,11233,2012,557
1640,11233,2013,512
1641,11233,2014,513
1642,11233,2015,487
1643,11233,2016,81
1644,11234,2004,328
1645,11234,2005,467
1646,11234,2006,442
1647,11234,2007,505
1648,11234,2008,555
1649,11234,2009,584
1650,11234,2010,397
1651,11234,2011,445
1652,11234,2012,523
1653,11234,2013,394
1654,11234,2014,385
1655,11234,2015,483
1656,11234,2016,101
1657,11235,2004,306
1658,11235,2005,420
1659,11235,2006,451
1660,11235,2007,497
1661,11235,2008,460
1662,11235,2009,466
1663,11235,2010,400
1664,11235,2011,492
1665,11235,2012,498
1666,11235,2013,535
1667,11235,2014,470
1668,11235,2015,554
1669,11235,2016,97
1670,11236,2004,275
1671,11236,2005,346
1672,11236,2006,376
1673,11236,2007,383
1674,11236,2008,356
1675,11236,2009,480
1676,11236,2010,414
1677,11236,2011,453
1678,11236,2012,505
1679,11236,2013,399
1680,11236,2014,452
1681,11236,2015,535
1682,11236,2016,69
1683,11237,2004,129
1684,11237,2005,230
1685,11237,2006,216
1686,11237,2007,361
1687,11237,2008,245
1688,11237,2009,262
1689,11237,2010,270
1690,11237,2011,234
1691,11237,2012,213
1692,11237,2013,263
1693,11237,2014,254
1694,11237,2015,401
1695,11237,2016,75
1696,11238,2004,307
1697,11238,2005,400
1698,11238,2006,412
1699,11238,2007,411
1700,11238,2008,402
1701,11238,2009,340
1702,11238,2010,354
1703,11238,2011,417
1704,11238,2012,450
1705,11238,2013,391
1706,11238,2014,402
1707,11238,2015,467
1708,11238,2016,87
1709,11239,2004,4
1710,11239,2005,11
1711,11239,2006,8
1712,11239,2007,15
1713,11239,2008,11
1714,11239,2009,15
1715,11239,2010,14
1716,11239,2011,13
1717,11239,2012,14
1718,11239,2013,10
1719,11239,2014,16
1720,11239,2015,8
1721,11239,2016,2
1722,11241,2012,1
1723,11241,2013,1
1724,11241,2015,1
1725,11243,2010,1
1726,11243,2011,1
1727,11249,2012,76
1728,11249,2013,105
1729,11249,2014,142
1730,11249,2015,164
1731,11249,2016,34
1732,11354,2004,99
1733,11354,2005,154
1734,11354,2006,183
1735,11354,2007,198
1736,11354,2008,221
1737,11354,2009,291
1738,11354,2010,343
1739,11354,2011,384
1740,11354,2012,220
1741,11354,2013,215
1742,11354,2014,199
1743,11354,2015,302
1744,11354,2016,57
1745,11355,2004,158
1746,11355,2005,292
1747,11355,2006,313
1748,11355,2007,228
1749,11355,2008,266
1750,11355,2009,372
1751,11355,2010,350
1752,11355,2011,290
1753,11355,2012,306
1754,11355,2013,293
1755,11355,2014,224
1756,11355,2015,376
1757,11355,2016,56
1758,11356,2004,103
1759,11356,2005,156
1760,11356,2006,177
1761,11356,2007,139
1762,11356,2008,162
1763,11356,2009,183
1764,11356,2010,189
1765,11356,2011,225
1766,11356,2012,209
1767,11356,2013,181
1768,11356,2014,159
1769,11356,2015,127
1770,11356,2016,28
1771,11357,2004,101
1772,11357,2005,173
1773,11357,2006,198
1774,11357,2007,203
1775,11357,2008,192
1776,11357,2009,229
1777,11357,2010,230
1778,11357,2011,254
1779,11357,2012,188
1780,11357,2013,180
1781,11357,2014,141
1782,11357,2015,173
1783,11357,2016,40
1784,11358,2004,129
1785,11358,2005,221
1786,11358,2006,204
1787,11358,2007,242
1788,11358,2008,276
1789,11358,2009,257
1790,11358,2010,269
1791,11358,2011,326
1792,11358,2012,232
1793,11358,2013,245
1794,11358,2014,173
1795,11358,2015,222
1796,11358,2016,56
1797,11359,2007,2
1798,11359,2009,1
1799,11360,2004,27
1800,11360,2005,55
1801,11360,2006,67
1802,11360,2007,60
1803,11360,2008,78
1804,11360,2009,69
1805,11360,2010,57
1806,11360,2011,67
1807,11360,2012,52
1808,11360,2013,56
1809,11360,2014,49
1810,11360,2015,44
1811,11360,2016,13
1812,11361,2004,78
1813,11361,2005,140
1814,11361,2006,129
1815,11361,2007,156
1816,11361,2008,158
1817,11361,2009,256
1818,11361,2010,189
1819,11361,2011,193
1820,11361,2012,161
1821,11361,2013,124
1822,11361,2014,140
1823,11361,2015,144
1824,11361,2016,33
1825,11362,2004,46
1826,11362,2005,79
1827,11362,2006,77
1828,11362,2007,99
1829,11362,2008,83
1830,11362,2009,101
1831,11362,2010,65
1832,11362,2011,65
1833,11362,2012,51
1834,11362,2013,106
1835,11362,2014,91
1836,11362,2015,75
1837,11362,2016,29
1838,11363,2004,11
1839,11363,2005,18
1840,11363,2006,39
1841,11363,2007,37
1842,11363,2008,23
1843,11363,2009,41
1844,11363,2010,26
1845,11363,2011,35
1846,11363,2012,31
1847,11363,2013,51
1848,11363,2014,44
1849,11363,2015,30
1850,11363,2016,10
1851,11364,2004,70
1852,11364,2005,96
1853,11364,2006,93
1854,11364,2007,92
1855,11364,2008,167
1856,11364,2009,210
1857,11364,2010,151
1858,11364,2011,113
1859,11364,2012,142
1860,11364,2013,99
1861,11364,2014,108
1862,11364,2015,94
1863,11364,2016,28
1864,11365,2004,103
1865,11365,2005,128
1866,11365,2006,133
1867,11365,2007,167
1868,11365,2008,180
1869,11365,2009,305
1870,11365,2010,227
1871,11365,2011,182
1872,11365,2012,229
1873,11365,2013,177
1874,11365,2014,141
1875,11365,2015,148
1876,11365,2016,27
1877,11366,2004,57
1878,11366,2005,66
1879,11366,2006,65
1880,11366,2007,79
1881,11366,2008,117
1882,11366,2009,206
1883,11366,2010,156
1884,11366,2011,132
1885,11366,2012,168
1886,11366,2013,99
1887,11366,2014,99
1888,11366,2015,90
1889,11366,2016,22
1890,11367,2004,141
1891,11367,2005,200
1892,11367,2006,195
1893,11367,2007,194
1894,11367,2008,226
1895,11367,2009,306
1896,11367,2010,406
1897,11367,2011,318
1898,11367,2012,285
1899,11367,2013,166
1900,11367,2014,154
1901,11367,2015,124
1902,11367,2016,21
1903,11368,2004,260
1904,11368,2005,361
1905,11368,2006,327
1906,11368,2007,357
1907,11368,2008,381
1908,11368,2009,573
1909,11368,2010,788
1910,11368,2011,457
1911,11368,2012,616
1912,11368,2013,543
1913,11368,2014,462
1914,11368,2015,352
1915,11368,2016,66
1916,11369,2004,145
1917,11369,2005,172
1918,11369,2006,196
1919,11369,2007,221
1920,11369,2008,228
1921,11369,2009,289
1922,11369,2010,412
1923,11369,2011,214
1924,11369,2012,303
1925,11369,2013,272
1926,11369,2014,207
1927,11369,2015,153
1928,11369,2016,27
1929,11370,2004,53
1930,11370,2005,107
1931,11370,2006,123
1932,11370,2007,160
1933,11370,2008,145
1934,11370,2009,125
1935,11370,2010,171
1936,11370,2011,169
1937,11370,2012,142
1938,11370,2013,105
1939,11370,2014,128
1940,11370,2015,124
1941,11370,2016,14
1942,11371,2008,1
1943,11371,2013,1
1944,11372,2004,244
1945,11372,2005,352
1946,11372,2006,314
1947,11372,2007,310
1948,11372,2008,252
1949,11372,2009,328
1950,11372,2010,422
1951,11372,2011,245
1952,11372,2012,314
1953,11372,2013,249
1954,11372,2014,290
1955,11372,2015,264
1956,11372,2016,54
1957,11373,2004,177
1958,11373,2005,290
1959,11373,2006,272
1960,11373,2007,300
1961,11373,2008,311
1962,11373,2009,434
1963,11373,2010,468
1964,11373,2011,350
1965,11373,2012,389
1966,11373,2013,324
1967,11373,2014,435
1968,11373,2015,327
1969,11373,2016,65
1970,11374,2004,104
1971,11374,2005,161
1972,11374,2006,193
1973,11374,2007,177
1974,11374,2008,181
1975,11374,2009,218
1976,11374,2010,160
1977,11374,2011,154
1978,11374,2012,189
1979,11374,2013,182
1980,11374,2014,166
1981,11374,2015,190
1982,11374,2016,56
1983,11375,2004,207
1984,11375,2005,339
1985,11375,2006,283
1986,11375,2007,370
1987,11375,2008,369
1988,11375,2009,290
1989,11375,2010,380
1990,11375,2011,313
1991,11375,2012,325
1992,11375,2013,331
1993,11375,2014,326
1994,11375,2015,390
1995,11375,2016,79
1996,11377,2004,247
1997,11377,2005,369
1998,11377,2006,396
1999,11377,2007,482
2000,11377,2008,420
2001,11377,2009,343
2002,11377,2010,353
2003,11377,2011,437
2004,11377,2012,379
2005,11377,2013,277
2006,11377,2014,300
2007,11377,2015,384
2008,11377,2016,63
2009,11378,2004,153
2010,11378,2005,237
2011,11378,2006,207
2012,11378,2007,253
2013,11378,2008,258
2014,11378,2009,270
2015,11378,2010,186
2016,11378,2011,235
2017,11378,2012,202
2018,11378,2013,212
2019,11378,2014,255
2020,11378,2015,221
2021,11378,2016,60
2022,11379,2004,128
2023,11379,2005,185
2024,11379,2006,241
2025,11379,2007,182
2026,11379,2008,195
2027,11379,2009,202
2028,11379,2010,141
2029,11379,2011,163
2030,11379,2012,125
2031,11379,2013,145
2032,11379,2014,136
2033,11379,2015,185
2034,11379,2016,39
2035,11385,2004,325
2036,11385,2005,532
2037,11385,2006,496
2038,11385,2007,567
2039,11385,2008,555
2040,11385,2009,620
2041,11385,2010,661
2042,11385,2011,492
2043,11385,2012,551
2044,11385,2013,530
2045,11385,2014,617
2046,11385,2015,663
2047,11385,2016,151
2048,11411,2004,64
2049,11411,2005,76
2050,11411,2006,91
2051,11411,2007,123
2052,11411,2008,199
2053,11411,2009,219
2054,11411,2010,166
2055,11411,2011,161
2056,11411,2012,93
2057,11411,2013,135
2058,11411,2014,83
2059,11411,2015,131
2060,11411,2016,20
2061,11412,2004,124
2062,11412,2005,233
2063,11412,2006,280
2064,11412,2007,326
2065,11412,2008,566
2066,11412,2009,603
2067,11412,2010,284
2068,11412,2011,498
2069,11412,2012,337
2070,11412,2013,432
2071,11412,2014,361
2072,11412,2015,301
2073,11412,2016,64
2074,11413,2004,115
2075,11413,2005,197
2076,11413,2006,245
2077,11413,2007,241
2078,11413,2008,524
2079,11413,2009,586
2080,11413,2010,317
2081,11413,2011,366
2082,11413,2012,280
2083,11413,2013,288
2084,11413,2014,242
2085,11413,2015,301
2086,11413,2016,59
2087,11414,2004,71
2088,11414,2005,126
2089,11414,2006,118
2090,11414,2007,140
2091,11414,2008,181
2092,11414,2009,161
2093,11414,2010,130
2094,11414,2011,109
2095,11414,2012,106
2096,11414,2013,239
2097,11414,2014,190
2098,11414,2015,171
2099,11414,2016,39
2100,11415,2004,65
2101,11415,2005,73
2102,11415,2006,81
2103,11415,2007,99
2104,11415,2008,133
2105,11415,2009,96
2106,11415,2010,74
2107,11415,2011,76
2108,11415,2012,59
2109,11415,2013,74
2110,11415,2014,85
2111,11415,2015,96
2112,11415,2016,18
2113,11416,2004,105
2114,11416,2005,142
2115,11416,2006,130
2116,11416,2007,172
2117,11416,2008,226
2118,11416,2009,185
2119,11416,2010,215
2120,11416,2011,244
2121,11416,2012,188
2122,11416,2013,313
2123,11416,2014,226
2124,11416,2015,219
2125,11416,2016,67
2126,11417,2004,119
2127,11417,2005,215
2128,11417,2006,268
2129,11417,2007,626
2130,11417,2008,482
2131,11417,2009,374
2132,11417,2010,478
2133,11417,2011,400
2134,11417,2012,312
2135,11417,2013,242
2136,11417,2014,224
2137,11417,2015,288
2138,11417,2016,57
2139,11418,2004,130
2140,11418,2005,267
2141,11418,2006,246
2142,11418,2007,214
2143,11418,2008,307
2144,11418,2009,213
2145,11418,2010,326
2146,11418,2011,304
2147,11418,2012,260
2148,11418,2013,249
2149,11418,2014,228
2150,11418,2015,310
2151,11418,2016,60
2152,11419,2004,132
2153,11419,2005,216
2154,11419,2006,266
2155,11419,2007,237
2156,11419,2008,365
2157,11419,2009,409
2158,11419,2010,488
2159,11419,2011,428
2160,11419,2012,297
2161,11419,2013,345
2162,11419,2014,283
2163,11419,2015,357
2164,11419,2016,56
2165,11420,2004,169
2166,11420,2005,298
2167,11420,2006,278
2168,11420,2007,295
2169,11420,2008,399
2170,11420,2009,470
2171,11420,2010,519
2172,11420,2011,367
2173,11420,2012,233
2174,11420,2013,287
2175,11420,2014,216
2176,11420,2015,255
2177,11420,2016,55
2178,11421,2004,150
2179,11421,2005,208
2180,11421,2006,222
2181,11421,2007,219
2182,11421,2008,328
2183,11421,2009,253
2184,11421,2010,280
2185,11421,2011,215
2186,11421,2012,239
2187,11421,2013,395
2188,11421,2014,318
2189,11421,2015,290
2190,11421,2016,63
2191,11422,2004,69
2192,11422,2005,102
2193,11422,2006,106
2194,11422,2007,166
2195,11422,2008,270
2196,11422,2009,363
2197,11422,2010,254
2198,11422,2011,268
2199,11422,2012,212
2200,11422,2013,172
2201,11422,2014,167
2202,11422,2015,195
2203,11422,2016,34
2204,11423,2004,92
2205,11423,2005,152
2206,11423,2006,171
2207,11423,2007,173
2208,11423,2008,275
2209,11423,2009,368
2210,11423,2010,184
2211,11423,2011,291
2212,11423,2012,275
2213,11423,2013,210
2214,11423,2014,177
2215,11423,2015,208
2216,11423,2016,43
2217,11426,2004,61
2218,11426,2005,116
2219,11426,2006,97
2220,11426,2007,91
2221,11426,2008,121
2222,11426,2009,141
2223,11426,2010,116
2224,11426,2011,143
2225,11426,2012,88
2226,11426,2013,81
2227,11426,2014,96
2228,11426,2015,71
2229,11426,2016,18
2230,11427,2004,52
2231,11427,2005,102
2232,11427,2006,80
2233,11427,2007,88
2234,11427,2008,202
2235,11427,2009,192
2236,11427,2010,149
2237,11427,2011,132
2238,11427,2012,138
2239,11427,2013,100
2240,11427,2014,61
2241,11427,2015,102
2242,11427,2016,12
2243,11428,2004,44
2244,11428,2005,78
2245,11428,2006,74
2246,11428,2007,82
2247,11428,2008,205
2248,11428,2009,244
2249,11428,2010,158
2250,11428,2011,154
2251,11428,2012,143
2252,11428,2013,107
2253,11428,2014,66
2254,11428,2015,92
2255,11428,2016,20
2256,11429,2004,81
2257,11429,2005,121
2258,11429,2006,130
2259,11429,2007,146
2260,11429,2008,304
2261,11429,2009,262
2262,11429,2010,187
2263,11429,2011,173
2264,11429,2012,162
2265,11429,2013,190
2266,11429,2014,127
2267,11429,2015,176
2268,11429,2016,23
2269,11430,2004,2
2270,11430,2006,2
2271,11430,2007,1
2272,11430,2008,1
2273,11430,2009,3
2274,11430,2010,3
2275,11430,2011,1
2276,11430,2012,2
2277,11430,2013,3
2278,11430,2014,2
2279,11430,2015,3
2280,11430,2016,1
2281,11432,2004,172
2282,11432,2005,339
2283,11432,2006,398
2284,11432,2007,734
2285,11432,2008,418
2286,11432,2009,639
2287,11432,2010,365
2288,11432,2011,433
2289,11432,2012,542
2290,11432,2013,542
2291,11432,2014,430
2292,11432,2015,308
2293,11432,2016,88
2294,11433,2004,157
2295,11433,2005,228
2296,11433,2006,251
2297,11433,2007,275
2298,11433,2008,432
2299,11433,2009,550
2300,11433,2010,256
2301,11433,2011,461
2302,11433,2012,436
2303,11433,2013,365
2304,11433,2014,344
2305,11433,2015,340
2306,11433,2016,72
2307,11434,2004,218
2308,11434,2005,259
2309,11434,2006,303
2310,11434,2007,317
2311,11434,2008,706
2312,11434,2009,615
2313,11434,2010,410
2314,11434,2011,542
2315,11434,2012,458
2316,11434,2013,418
2317,11434,2014,290
2318,11434,2015,351
2319,11434,2016,81
2320,11435,2004,139
2321,11435,2005,201
2322,11435,2006,238
2323,11435,2007,354
2324,11435,2008,472
2325,11435,2009,625
2326,11435,2010,341
2327,11435,2011,507
2328,11435,2012,495
2329,11435,2013,374
2330,11435,2014,307
2331,11435,2015,311
2332,11435,2016,48
2333,11436,2004,83
2334,11436,2005,128
2335,11436,2006,142
2336,11436,2007,150
2337,11436,2008,289
2338,11436,2009,316
2339,11436,2010,127
2340,11436,2011,233
2341,11436,2012,183
2342,11436,2013,177
2343,11436,2014,141
2344,11436,2015,142
2345,11436,2016,20
2346,11439,2005,1
2347,11571,2004,1
2348,11600,2005,2
2349,11600,2006,2
2350,11600,2008,2
2351,11690,2005,1
2352,11691,2004,127
2353,11691,2005,211
2354,11691,2006,191
2355,11691,2007,253
2356,11691,2008,246
2357,11691,2009,238
2358,11691,2010,399
2359,11691,2011,262
2360,11691,2012,223
2361,11691,2013,196
2362,11691,2014,246
2363,11691,2015,233
2364,11691,2016,45
2365,11692,2004,38
2366,11692,2005,64
2367,11692,2006,65
2368,11692,2007,70
2369,11692,2008,68
2370,11692,2009,71
2371,11692,2010,105
2372,11692,2011,57
2373,11692,2012,74
2374,11692,2013,88
2375,11692,2014,96
2376,11692,2015,84
2377,11692,2016,17
2378,11693,2004,44
2379,11693,2005,37
2380,11693,2006,60
2381,11693,2007,60
2382,11693,2008,68
2383,11693,2009,79
2384,11693,2010,101
2385,11693,2011,89
2386,11693,2012,86
2387,11693,2013,89
2388,11693,2014,144
2389,11693,2015,66
2390,11693,2016,20
2391,11694,2004,41
2392,11694,2005,52
2393,11694,2006,106
2394,11694,2007,84
2395,11694,2008,97
2396,11694,2009,90
2397,11694,2010,99
2398,11694,2011,96
2399,11694,2012,133
2400,11694,2013,188
2401,11694,2014,137
2402,11694,2015,115
2403,11694,2016,21
2404,11697,2006,3
2405,11697,2007,1
2406,11697,2008,4
2407,11697,2010,1
2408,11697,2011,1
2409,11697,2012,7
2410,11697,2013,5
2411,11697,2014,3
2412,11697,2015,3
2413,11801,2012,1
2414,12345,2004,1
2415,N/A,2005,3
2416,NY,2004,1
