# This automated data download from the USGS Tracking Water Quality of the Nation's Rivers and Streams website have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.
#
#SITE_QW_ID USGS station identifier for water-quality sampling (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text)
#SITE_FLOW_ID USGS or other agency station identifier for streamflow measurement (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text)
#DATE  Date
#FLOW Daily mean discharge in cubic feet per second
#WY Water year; the 12-month period beginning on October 1 for any given year and lasting through September 30 of the following year. The water year is designated by the calendar year in which it ends.
SITE_QW_ID,SITE_FLOW_ID,DATE,WY,FLOW
01170100,01170100,2014-01-27,2014,62.0
01170100,01170100,2014-01-28,2014,60.0
01170100,01170100,2014-01-29,2014,58.0
01170100,01170100,2014-01-30,2014,56.0
01170100,01170100,2014-01-31,2014,55.0
01170100,01170100,2014-02-01,2014,55.0
01170100,01170100,2014-02-02,2014,57.0
01170100,01170100,2014-02-03,2014,60.0
01170100,01170100,2014-02-04,2014,61.0
01170100,01170100,2014-02-05,2014,60.0
01170100,01170100,2014-02-06,2014,57.0
01170100,01170100,2014-02-07,2014,55.0
01170100,01170100,2014-02-08,2014,54.0
01170100,01170100,2014-02-09,2014,53.0
01170100,01170100,2014-02-10,2014,53.0
01170100,01170100,2014-02-11,2014,54.0
01170100,01170100,2014-02-12,2014,56.0
01170100,01170100,2014-02-13,2014,58.0
01170100,01170100,2014-02-14,2014,57.0
01170100,01170100,2014-02-15,2014,55.0
01170100,01170100,2014-02-16,2014,50.0
01170100,01170100,2014-02-17,2014,46.0
01170100,01170100,2014-02-18,2014,39.0
01170100,01170100,2014-02-19,2014,37.0
01170100,01170100,2014-02-20,2014,36.0
01170100,01170100,2014-02-21,2014,51.0
01170100,01170100,2014-02-22,2014,164.0
01170100,01170100,2014-02-23,2014,115.0
01170100,01170100,2014-02-24,2014,67.0
01170100,01170100,2014-02-25,2014,55.0
01170100,01170100,2014-02-26,2014,49.0
01170100,01170100,2014-02-27,2014,47.0
01170100,01170100,2014-02-28,2014,44.0
01170100,01170100,2014-03-01,2014,43.0
01170100,01170100,2014-03-02,2014,41.0
01170100,01170100,2014-03-03,2014,40.0
01170100,01170100,2014-03-04,2014,37.0
01170100,01170100,2014-03-05,2014,36.0
01170100,01170100,2014-03-06,2014,36.0
01170100,01170100,2014-03-07,2014,37.0
01170100,01170100,2014-03-08,2014,38.0
01170100,01170100,2014-03-09,2014,40.0
01170100,01170100,2014-03-10,2014,43.0
01170100,01170100,2014-03-11,2014,48.0
01170100,01170100,2014-03-12,2014,71.0
01170100,01170100,2014-03-13,2014,122.0
01170100,01170100,2014-03-14,2014,80.0
01170100,01170100,2014-03-15,2014,66.0
01170100,01170100,2014-03-16,2014,58.0
01170100,01170100,2014-03-17,2014,55.0
01170100,01170100,2014-03-18,2014,55.0
01170100,01170100,2014-03-19,2014,56.0
01170100,01170100,2014-03-20,2014,63.0
01170100,01170100,2014-03-21,2014,67.0
01170100,01170100,2014-03-22,2014,47.0
01170100,01170100,2014-03-23,2014,43.0
01170100,01170100,2014-03-24,2014,41.0
01170100,01170100,2014-03-25,2014,39.0
01170100,01170100,2014-03-26,2014,38.0
01170100,01170100,2014-03-27,2014,37.0
01170100,01170100,2014-03-28,2014,44.0
01170100,01170100,2014-03-29,2014,112.0
01170100,01170100,2014-03-30,2014,862.0
01170100,01170100,2014-03-31,2014,607.0
01170100,01170100,2014-04-01,2014,320.0
01170100,01170100,2014-04-02,2014,334.0
01170100,01170100,2014-04-03,2014,355.0
01170100,01170100,2014-04-04,2014,341.0
01170100,01170100,2014-04-05,2014,465.0
01170100,01170100,2014-04-06,2014,344.0
01170100,01170100,2014-04-07,2014,316.0
01170100,01170100,2014-04-08,2014,608.0
01170100,01170100,2014-04-09,2014,472.0
01170100,01170100,2014-04-10,2014,361.0
01170100,01170100,2014-04-11,2014,402.0
01170100,01170100,2014-04-12,2014,404.0
01170100,01170100,2014-04-13,2014,393.0
01170100,01170100,2014-04-14,2014,357.0
01170100,01170100,2014-04-15,2014,509.0
01170100,01170100,2014-04-16,2014,475.0
01170100,01170100,2014-04-17,2014,254.0
01170100,01170100,2014-04-18,2014,195.0
01170100,01170100,2014-04-19,2014,165.0
01170100,01170100,2014-04-20,2014,142.0
01170100,01170100,2014-04-21,2014,127.0
01170100,01170100,2014-04-22,2014,117.0
01170100,01170100,2014-04-23,2014,109.0
01170100,01170100,2014-04-24,2014,95.0
01170100,01170100,2014-04-25,2014,85.0
01170100,01170100,2014-04-26,2014,140.0
01170100,01170100,2014-04-27,2014,159.0
01170100,01170100,2014-04-28,2014,113.0
01170100,01170100,2014-04-29,2014,96.0
01170100,01170100,2014-04-30,2014,163.0
01170100,01170100,2014-05-01,2014,505.0
01170100,01170100,2014-05-02,2014,241.0
01170100,01170100,2014-05-03,2014,166.0
01170100,01170100,2014-05-04,2014,142.0
01170100,01170100,2014-05-05,2014,124.0
01170100,01170100,2014-05-06,2014,107.0
01170100,01170100,2014-05-07,2014,95.0
01170100,01170100,2014-05-08,2014,87.0
01170100,01170100,2014-05-09,2014,83.0
01170100,01170100,2014-05-10,2014,97.0
01170100,01170100,2014-05-11,2014,82.0
01170100,01170100,2014-05-12,2014,71.0
01170100,01170100,2014-05-13,2014,64.0
01170100,01170100,2014-05-14,2014,61.0
01170100,01170100,2014-05-15,2014,58.0
01170100,01170100,2014-05-16,2014,78.0
01170100,01170100,2014-05-17,2014,537.0
01170100,01170100,2014-05-18,2014,204.0
01170100,01170100,2014-05-19,2014,132.0
01170100,01170100,2014-05-20,2014,105.0
01170100,01170100,2014-05-21,2014,88.0
01170100,01170100,2014-05-22,2014,88.0
01170100,01170100,2014-05-23,2014,103.0
01170100,01170100,2014-05-24,2014,190.0
01170100,01170100,2014-05-25,2014,137.0
01170100,01170100,2014-05-26,2014,99.0
01170100,01170100,2014-05-27,2014,85.0
01170100,01170100,2014-05-28,2014,213.0
01170100,01170100,2014-05-29,2014,134.0
01170100,01170100,2014-05-30,2014,106.0
01170100,01170100,2014-05-31,2014,93.0
01170100,01170100,2014-06-01,2014,77.0
01170100,01170100,2014-06-02,2014,66.0
01170100,01170100,2014-06-03,2014,84.0
01170100,01170100,2014-06-04,2014,272.0
01170100,01170100,2014-06-05,2014,122.0
01170100,01170100,2014-06-06,2014,95.0
01170100,01170100,2014-06-07,2014,76.0
01170100,01170100,2014-06-08,2014,64.0
01170100,01170100,2014-06-09,2014,57.0
01170100,01170100,2014-06-10,2014,56.0
01170100,01170100,2014-06-11,2014,53.0
01170100,01170100,2014-06-12,2014,59.0
01170100,01170100,2014-06-13,2014,198.0
01170100,01170100,2014-06-14,2014,173.0
01170100,01170100,2014-06-15,2014,98.0
01170100,01170100,2014-06-16,2014,74.0
01170100,01170100,2014-06-17,2014,60.0
01170100,01170100,2014-06-18,2014,71.0
01170100,01170100,2014-06-19,2014,56.0
01170100,01170100,2014-06-20,2014,46.0
01170100,01170100,2014-06-21,2014,40.0
01170100,01170100,2014-06-22,2014,38.0
01170100,01170100,2014-06-23,2014,34.0
01170100,01170100,2014-06-24,2014,32.0
01170100,01170100,2014-06-25,2014,151.0
01170100,01170100,2014-06-26,2014,320.0
01170100,01170100,2014-06-27,2014,95.0
01170100,01170100,2014-06-28,2014,66.0
01170100,01170100,2014-06-29,2014,55.0
01170100,01170100,2014-06-30,2014,48.0
01170100,01170100,2014-07-01,2014,44.0
01170100,01170100,2014-07-02,2014,447.0
01170100,01170100,2014-07-03,2014,304.0
01170100,01170100,2014-07-04,2014,392.0
01170100,01170100,2014-07-05,2014,234.0
01170100,01170100,2014-07-06,2014,136.0
01170100,01170100,2014-07-07,2014,160.0
01170100,01170100,2014-07-08,2014,175.0
01170100,01170100,2014-07-09,2014,127.0
01170100,01170100,2014-07-10,2014,129.0
01170100,01170100,2014-07-11,2014,90.0
01170100,01170100,2014-07-12,2014,75.0
01170100,01170100,2014-07-13,2014,70.0
01170100,01170100,2014-07-14,2014,73.0
01170100,01170100,2014-07-15,2014,85.0
01170100,01170100,2014-07-16,2014,407.0
01170100,01170100,2014-07-17,2014,167.0
01170100,01170100,2014-07-18,2014,109.0
01170100,01170100,2014-07-19,2014,78.0
01170100,01170100,2014-07-20,2014,69.0
01170100,01170100,2014-07-21,2014,58.0
01170100,01170100,2014-07-22,2014,51.0
01170100,01170100,2014-07-23,2014,48.0
01170100,01170100,2014-07-24,2014,67.0
01170100,01170100,2014-07-25,2014,47.0
01170100,01170100,2014-07-26,2014,41.0
01170100,01170100,2014-07-27,2014,45.0
01170100,01170100,2014-07-28,2014,190.0
01170100,01170100,2014-07-29,2014,166.0
01170100,01170100,2014-07-30,2014,74.0
01170100,01170100,2014-07-31,2014,59.0
01170100,01170100,2014-08-01,2014,67.0
01170100,01170100,2014-08-02,2014,58.0
01170100,01170100,2014-08-03,2014,48.0
01170100,01170100,2014-08-04,2014,43.0
01170100,01170100,2014-08-05,2014,40.0
01170100,01170100,2014-08-06,2014,50.0
01170100,01170100,2014-08-07,2014,39.0
01170100,01170100,2014-08-08,2014,34.0
01170100,01170100,2014-08-09,2014,31.0
01170100,01170100,2014-08-10,2014,28.0
01170100,01170100,2014-08-11,2014,26.0
01170100,01170100,2014-08-12,2014,25.0
01170100,01170100,2014-08-13,2014,255.0
01170100,01170100,2014-08-14,2014,164.0
01170100,01170100,2014-08-15,2014,73.0
01170100,01170100,2014-08-16,2014,58.0
01170100,01170100,2014-08-17,2014,50.0
01170100,01170100,2014-08-18,2014,44.0
01170100,01170100,2014-08-19,2014,39.0
01170100,01170100,2014-08-20,2014,36.0
01170100,01170100,2014-08-21,2014,51.0
01170100,01170100,2014-08-22,2014,93.0
01170100,01170100,2014-08-23,2014,66.0
01170100,01170100,2014-08-24,2014,51.0
01170100,01170100,2014-08-25,2014,42.0
01170100,01170100,2014-08-26,2014,38.0
01170100,01170100,2014-08-27,2014,35.0
01170100,01170100,2014-08-28,2014,32.0
01170100,01170100,2014-08-29,2014,30.0
01170100,01170100,2014-08-30,2014,29.0
01170100,01170100,2014-08-31,2014,28.0
01170100,01170100,2014-09-01,2014,27.0
01170100,01170100,2014-09-02,2014,26.0
01170100,01170100,2014-09-03,2014,26.0
01170100,01170100,2014-09-04,2014,24.0
01170100,01170100,2014-09-05,2014,23.0
01170100,01170100,2014-09-06,2014,28.0
01170100,01170100,2014-09-07,2014,38.0
01170100,01170100,2014-09-08,2014,27.0
01170100,01170100,2014-09-09,2014,24.0
01170100,01170100,2014-09-10,2014,23.0
01170100,01170100,2014-09-11,2014,23.0
01170100,01170100,2014-09-12,2014,23.0
01170100,01170100,2014-09-13,2014,23.0
01170100,01170100,2014-09-14,2014,30.0
01170100,01170100,2014-09-15,2014,25.0
01170100,01170100,2014-09-16,2014,23.0
01170100,01170100,2014-09-17,2014,23.0
01170100,01170100,2014-09-18,2014,21.0
01170100,01170100,2014-09-19,2014,20.0
01170100,01170100,2014-09-20,2014,19.0
01170100,01170100,2014-09-21,2014,20.0
01170100,01170100,2014-09-22,2014,19.0
01170100,01170100,2014-09-23,2014,18.0
01170100,01170100,2014-09-24,2014,18.0
01170100,01170100,2014-09-25,2014,17.0
01170100,01170100,2014-09-26,2014,17.0
01170100,01170100,2014-09-27,2014,17.0
01170100,01170100,2014-09-28,2014,17.0
01170100,01170100,2014-09-29,2014,17.0
01170100,01170100,2014-09-30,2014,16.0
01184000,01184000,2013-10-02,2014,7790.0
01184000,01184000,2013-10-03,2014,7420.0
01184000,01184000,2013-10-04,2014,6750.0
01184000,01184000,2013-10-05,2014,7060.0
01184000,01184000,2013-10-06,2014,6290.0
01184000,01184000,2013-10-07,2014,6470.0
01184000,01184000,2013-10-08,2014,8890.0
01184000,01184000,2013-10-09,2014,11600.0
01184000,01184000,2013-10-10,2014,11000.0
01184000,01184000,2013-10-11,2014,9820.0
01184000,01184000,2013-10-12,2014,8210.0
01184000,01184000,2013-10-13,2014,4770.0
01184000,01184000,2013-10-14,2014,5390.0
01184000,01184000,2013-10-15,2014,7040.0
01184000,01184000,2013-10-16,2014,6770.0
01184000,01184000,2013-10-17,2014,5910.0
01184000,01184000,2013-10-18,2014,6980.0
01184000,01184000,2013-10-19,2014,6000.0
01184000,01184000,2013-10-20,2014,8540.0
01184000,01184000,2013-10-21,2014,7450.0
01184000,01184000,2013-10-22,2014,7300.0
01184000,01184000,2013-10-23,2014,6860.0
01184000,01184000,2013-10-24,2014,7770.0
01184000,01184000,2013-10-25,2014,5960.0
01184000,01184000,2013-10-26,2014,7080.0
01184000,01184000,2013-10-27,2014,7710.0
01184000,01184000,2013-10-28,2014,5410.0
01184000,01184000,2013-10-29,2014,5680.0
01184000,01184000,2013-10-30,2014,6880.0
01184000,01184000,2013-10-31,2014,7040.0
01184000,01184000,2013-11-01,2014,4880.0
01184000,01184000,2013-11-02,2014,11100.0
01184000,01184000,2013-11-03,2014,19900.0
01184000,01184000,2013-11-04,2014,13400.0
01184000,01184000,2013-11-05,2014,11200.0
01184000,01184000,2013-11-06,2014,7080.0
01184000,01184000,2013-11-07,2014,7050.0
01184000,01184000,2013-11-08,2014,7430.0
01184000,01184000,2013-11-09,2014,10900.0
01184000,01184000,2013-11-10,2014,9570.0
01184000,01184000,2013-11-11,2014,9710.0
01184000,01184000,2013-11-12,2014,9320.0
01184000,01184000,2013-11-13,2014,9560.0
01184000,01184000,2013-11-14,2014,11600.0
01184000,01184000,2013-11-15,2014,11100.0
01184000,01184000,2013-11-16,2014,8580.0
01184000,01184000,2013-11-17,2014,3690.0
01184000,01184000,2013-11-18,2014,5760.0
01184000,01184000,2013-11-19,2014,9630.0
01184000,01184000,2013-11-20,2014,13700.0
01184000,01184000,2013-11-21,2014,14100.0
01184000,01184000,2013-11-22,2014,10200.0
01184000,01184000,2013-11-23,2014,9450.0
01184000,01184000,2013-11-24,2014,9400.0
01184000,01184000,2013-11-25,2014,12400.0
01184000,01184000,2013-11-26,2014,11200.0
01184000,01184000,2013-11-27,2014,10300.0
01184000,01184000,2013-11-28,2014,28100.0
01184000,01184000,2013-11-29,2014,31000.0
01184000,01184000,2013-11-30,2014,26800.0
01184000,01184000,2013-12-01,2014,16900.0
01184000,01184000,2013-12-02,2014,10500.0
01184000,01184000,2013-12-03,2014,13500.0
01184000,01184000,2013-12-04,2014,14700.0
01184000,01184000,2013-12-05,2014,15600.0
01184000,01184000,2013-12-06,2014,13700.0
01184000,01184000,2013-12-07,2014,14000.0
01184000,01184000,2013-12-08,2014,17000.0
01184000,01184000,2013-12-09,2014,16500.0
01184000,01184000,2013-12-10,2014,16300.0
01184000,01184000,2013-12-11,2014,10200.0
01184000,01184000,2013-12-12,2014,9150.0
01184000,01184000,2013-12-13,2014,13000.0
01184000,01184000,2013-12-14,2014,8200.0
01184000,01184000,2013-12-15,2014,9810.0
01184000,01184000,2013-12-16,2014,6240.0
01184000,01184000,2013-12-17,2014,7400.0
01184000,01184000,2013-12-18,2014,10300.0
01184000,01184000,2013-12-19,2014,8020.0
01184000,01184000,2013-12-20,2014,8930.0
01184000,01184000,2013-12-21,2014,9560.0
01184000,01184000,2013-12-22,2014,9620.0
01184000,01184000,2013-12-23,2014,24500.0
01184000,01184000,2013-12-24,2014,43400.0
01184000,01184000,2013-12-25,2014,41200.0
01184000,01184000,2013-12-26,2014,27000.0
01184000,01184000,2013-12-27,2014,27300.0
01184000,01184000,2013-12-28,2014,21300.0
01184000,01184000,2013-12-29,2014,16500.0
01184000,01184000,2013-12-30,2014,20200.0
01184000,01184000,2013-12-31,2014,21900.0
01184000,01184000,2014-01-01,2014,18000.0
01184000,01184000,2014-01-02,2014,15700.0
01184000,01184000,2014-01-03,2014,10400.0
01184000,01184000,2014-01-04,2014,17700.0
01184000,01184000,2014-01-05,2014,22100.0
01184000,01184000,2014-01-06,2014,15300.0
01184000,01184000,2014-01-07,2014,21000.0
01184000,01184000,2014-01-08,2014,30200.0
01184000,01184000,2014-01-09,2014,30300.0
01184000,01184000,2014-01-10,2014,21000.0
01184000,01184000,2014-01-11,2014,19400.0
01184000,01184000,2014-01-12,2014,27500.0
01184000,01184000,2014-01-13,2014,44500.0
01184000,01184000,2014-01-14,2014,50700.0
01184000,01184000,2014-01-15,2014,47200.0
01184000,01184000,2014-01-16,2014,49500.0
01184000,01184000,2014-01-17,2014,46300.0
01184000,01184000,2014-01-18,2014,41700.0
01184000,01184000,2014-01-19,2014,32100.0
01184000,01184000,2014-01-20,2014,29600.0
01184000,01184000,2014-01-21,2014,25700.0
01184000,01184000,2014-01-22,2014,19300.0
01184000,01184000,2014-01-23,2014,13400.0
01184000,01184000,2014-01-24,2014,16200.0
01184000,01184000,2014-01-25,2014,21100.0
01184000,01184000,2014-01-26,2014,16100.0
01184000,01184000,2014-01-27,2014,15400.0
01184000,01184000,2014-01-28,2014,17600.0
01184000,01184000,2014-01-29,2014,16200.0
01184000,01184000,2014-01-30,2014,16000.0
01184000,01184000,2014-01-31,2014,13700.0
01184000,01184000,2014-02-01,2014,12100.0
01184000,01184000,2014-02-02,2014,11600.0
01184000,01184000,2014-02-03,2014,10400.0
01184000,01184000,2014-02-04,2014,12800.0
01184000,01184000,2014-02-05,2014,10500.0
01184000,01184000,2014-02-06,2014,12300.0
01184000,01184000,2014-02-07,2014,11300.0
01184000,01184000,2014-02-08,2014,10600.0
01184000,01184000,2014-02-09,2014,9990.0
01184000,01184000,2014-02-10,2014,9480.0
01184000,01184000,2014-02-11,2014,10500.0
01184000,01184000,2014-02-12,2014,12500.0
01184000,01184000,2014-02-13,2014,9670.0
01184000,01184000,2014-02-14,2014,6390.0
01184000,01184000,2014-02-15,2014,8420.0
01184000,01184000,2014-02-16,2014,13200.0
01184000,01184000,2014-02-17,2014,10000.0
01184000,01184000,2014-02-18,2014,9880.0
01184000,01184000,2014-02-19,2014,10400.0
01184000,01184000,2014-02-20,2014,8840.0
01184000,01184000,2014-02-21,2014,7890.0
01184000,01184000,2014-02-22,2014,10800.0
01184000,01184000,2014-02-23,2014,12800.0
01184000,01184000,2014-02-24,2014,14800.0
01184000,01184000,2014-02-25,2014,13900.0
01184000,01184000,2014-02-26,2014,13000.0
01184000,01184000,2014-02-27,2014,11900.0
01184000,01184000,2014-02-28,2014,12100.0
01184000,01184000,2014-03-01,2014,12800.0
01184000,01184000,2014-03-02,2014,9170.0
01184000,01184000,2014-03-03,2014,8940.0
01184000,01184000,2014-03-04,2014,11200.0
01184000,01184000,2014-03-05,2014,8620.0
01184000,01184000,2014-03-06,2014,9020.0
01184000,01184000,2014-03-07,2014,8050.0
01184000,01184000,2014-03-08,2014,7250.0
01184000,01184000,2014-03-09,2014,6980.0
01184000,01184000,2014-03-10,2014,6360.0
01184000,01184000,2014-03-11,2014,7550.0
01184000,01184000,2014-03-12,2014,9070.0
01184000,01184000,2014-03-13,2014,11800.0
01184000,01184000,2014-03-14,2014,13300.0
01184000,01184000,2014-03-15,2014,11900.0
01184000,01184000,2014-03-16,2014,8470.0
01184000,01184000,2014-03-17,2014,12100.0
01184000,01184000,2014-03-18,2014,13000.0
01184000,01184000,2014-03-19,2014,9220.0
01184000,01184000,2014-03-20,2014,10200.0
01184000,01184000,2014-03-21,2014,11900.0
01184000,01184000,2014-03-22,2014,12100.0
01184000,01184000,2014-03-23,2014,11400.0
01184000,01184000,2014-03-24,2014,11100.0
01184000,01184000,2014-03-25,2014,10700.0
01184000,01184000,2014-03-26,2014,11200.0
01184000,01184000,2014-03-27,2014,8850.0
01184000,01184000,2014-03-28,2014,7250.0
01184000,01184000,2014-03-29,2014,9180.0
01184000,01184000,2014-03-30,2014,30700.0
01184000,01184000,2014-03-31,2014,54300.0
01184000,01184000,2014-04-01,2014,60200.0
01184000,01184000,2014-04-02,2014,46700.0
01184000,01184000,2014-04-03,2014,43500.0
01184000,01184000,2014-04-04,2014,43000.0
01184000,01184000,2014-04-05,2014,44700.0
01184000,01184000,2014-04-06,2014,48700.0
01184000,01184000,2014-04-07,2014,45300.0
01184000,01184000,2014-04-08,2014,47100.0
01184000,01184000,2014-04-09,2014,59900.0
01184000,01184000,2014-04-10,2014,67900.0
01184000,01184000,2014-04-11,2014,60900.0
01184000,01184000,2014-04-12,2014,65600.0
01184000,01184000,2014-04-13,2014,72900.0
01184000,01184000,2014-04-14,2014,72900.0
01184000,01184000,2014-04-15,2014,77700.0
01184000,01184000,2014-04-16,2014,86400.0
01184000,01184000,2014-04-17,2014,91500.0
01184000,01184000,2014-04-18,2014,86900.0
01184000,01184000,2014-04-19,2014,81900.0
01184000,01184000,2014-04-20,2014,71900.0
01184000,01184000,2014-04-21,2014,53800.0
01184000,01184000,2014-04-22,2014,44300.0
01184000,01184000,2014-04-23,2014,39300.0
01184000,01184000,2014-04-24,2014,37600.0
01184000,01184000,2014-04-25,2014,35900.0
01184000,01184000,2014-04-26,2014,33300.0
01184000,01184000,2014-04-27,2014,35400.0
01184000,01184000,2014-04-28,2014,37200.0
01184000,01184000,2014-04-29,2014,31600.0
01184000,01184000,2014-04-30,2014,30100.0
01184000,01184000,2014-05-01,2014,44300.0
01184000,01184000,2014-05-02,2014,54600.0
01184000,01184000,2014-05-03,2014,50200.0
01184000,01184000,2014-05-04,2014,43900.0
01184000,01184000,2014-05-05,2014,40300.0
01184000,01184000,2014-05-06,2014,40200.0
01184000,01184000,2014-05-07,2014,39700.0
01184000,01184000,2014-05-08,2014,33700.0
01184000,01184000,2014-05-09,2014,28000.0
01184000,01184000,2014-05-10,2014,26000.0
01184000,01184000,2014-05-11,2014,24200.0
01184000,01184000,2014-05-12,2014,23600.0
01184000,01184000,2014-05-13,2014,24800.0
01184000,01184000,2014-05-14,2014,25300.0
01184000,01184000,2014-05-15,2014,18300.0
01184000,01184000,2014-05-16,2014,17400.0
