Zipcode,year,Borough,Neighborhood,Turnover_AllHomes,MedianSoldPrice_AllHomes,MedianSoldPricePerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,Income
10027,2011,Manhattan,Central Harlem,7.6093,666911.7647,645.7626153,19.36613821,78.41178862,"$46,279"
10027,2012,Manhattan,Central Harlem,14.27623333,458855.172,708.940678,21.62388211,76.01288618,"$50,162"
10027,2013,Manhattan,Central Harlem,11.01586667,429514.8944,833.1340585,22.37646341,75.21325203,"$52,144"
10028,2004,Manhattan,Upper East Side,2.934158333,660000,697.2547983,29.14969512,68.01654472,"$227,502"
10028,2005,Manhattan,Upper East Side,5.094533333,708438.914,876.2135122,28.39711382,68.81617886,"$277,551"
10028,2006,Manhattan,Upper East Side,6.5301,804922.0732,966.7907,25.38678862,72.01471545,"$309,321"
10028,2007,Manhattan,Upper East Side,9.835441667,962193.8026,1102.116867,27.64453252,69.61581301,"$355,892"
10028,2008,Manhattan,Upper East Side,8.585433333,1197633.862,1166.876983,26.89195122,70.41544715,"$306,605"
10028,2009,Manhattan,Upper East Side,7.563191667,1201786.785,1265.510623,31.40743902,65.61764228,"$246,025"
10028,2010,Manhattan,Upper East Side,10.7275,1575641.05,1205.7142,24.63420732,72.81434959,"$286,892"
10028,2011,Manhattan,Upper East Side,6.875116667,1386351.826,1144.24085,29.90227642,67.21691057,"$289,051"
10028,2012,Manhattan,Upper East Side,6.383633333,954343.0556,966.1007573,26.13936992,71.2150813,"$339,877"
10028,2013,Manhattan,Upper East Side,8.381758333,872818.75,1257.814736,30.65485772,66.41727642,"$353,583"
10029,2004,Manhattan,East Harlem,3.23262,450650,624.0925914,35.92292683,60.8198374,"$36,888"
10029,2005,Manhattan,East Harlem,6.105241667,290612,371.0609896,33.66518293,63.21873984,"$38,216"
10029,2006,Manhattan,East Harlem,8.270383333,534581,569.5364238,38.18067073,58.42093496,"$40,343"
10029,2007,Manhattan,East Harlem,7.640983333,373456,508.2320507,34.41776423,62.41910569,"$38,299"
10029,2008,Manhattan,East Harlem,8.3711,456300,645.4031117,35.17034553,61.61947154,"$43,354"
10029,2009,Manhattan,East Harlem,7.38955,445000,602.7820711,36.67550813,60.02020325,"$38,652"
10029,2010,Manhattan,East Harlem,7.907725,898061.8565,967.3607453,32.16002033,64.81800813,"$42,059"
10029,2011,Manhattan,East Harlem,4.315233333,594336.9282,669.2108675,32.91260163,64.01837398,"$44,696"
10029,2012,Manhattan,East Harlem,9.769316667,403531.5,373.1766968,38.93325203,57.62130081,"$47,088"
10029,2013,Manhattan,East Harlem,16.03939167,592439.1941,868.8352571,37.42808943,59.22056911,"$49,976"
10030,2004,Manhattan,Central Harlem,3.758371429,437500,528.3359657,61.85208333,30.25833333,"$26,995"
10030,2005,Manhattan,Central Harlem,10.387975,410000,529.4610471,33.5275,64.76666667,"$29,190"
10030,2006,Manhattan,Central Harlem,20.89073333,272482,176.8169697,39.68583333,56.82166667,"$30,278"
10030,2007,Manhattan,Central Harlem,5.7507,465000,527.2108844,8.499166667,89.54,"$28,536"
10030,2008,Manhattan,Central Harlem,6.62305,368750,531.1486691,47.46166667,48.32083333,"$33,355"
10030,2009,Manhattan,Central Harlem,3.560041667,396250,530.0235877,74.33583333,22.23916667,"$34,098"
10030,2010,Manhattan,Central Harlem,3.1443,423750,528.8985064,62.8075,29.1625,"$33,668"
10030,2011,Manhattan,Central Harlem,3.127708333,451250,527.773425,60.89666667,31.35416667,"$33,910"
10030,2012,Manhattan,Central Harlem,3.386925,382500,530.5861284,49.99916667,41.57,"$35,037"
10030,2013,Manhattan,Central Harlem,5.004916667,355000,531.7112098,22.0175,73.49833333,"$35,650"
10031,2004,Manhattan,Inwood and Washington Heights,3.19255,574663.5692,570.9024683,20.03737069,75.84622126,"$25,209"
10031,2005,Manhattan,Inwood and Washington Heights,3.19255,313750,533.3988318,21.3574569,74.28096264,"$26,823"
10031,2006,Manhattan,Inwood and Washington Heights,3.28055,405347,534.5239132,20.91742816,74.80271552,"$28,789"
10031,2007,Manhattan,Inwood and Washington Heights,9.967316667,616041,535.6489945,20.47739943,75.32446839,"$27,616"
10031,2008,Manhattan,Inwood and Washington Heights,12.87079167,341250,532.2737505,21.79748563,73.75920977,"$30,999"
10031,2009,Manhattan,Inwood and Washington Heights,3.338183333,510694,535.0864538,20.69741379,75.06359195,"$30,936"
10031,2010,Manhattan,Inwood and Washington Heights,5.25035,553974.8539,588.5292053,19.81735632,76.1070977,"$30,793"
10031,2011,Manhattan,Inwood and Washington Heights,3.906908333,595352.2846,553.2757314,20.25738506,75.58534483,"$32,265"
10031,2012,Manhattan,Inwood and Washington Heights,5.556941667,327500,532.8362911,21.57747126,74.02008621,"$33,193"
10031,2013,Manhattan,Inwood and Washington Heights,8.6033,3.00E+05,533.9613725,21.13744253,74.54183908,"$34,839"
10032,2008,Manhattan,Inwood and Washington Heights,6.1033,471219.9923,659.0361529,18.93729885,77.15060345,"$29,354"
10032,2009,Manhattan,Inwood and Washington Heights,8.748166667,533286.1385,606.1559422,19.59734195,76.36797414,"$30,475"
10032,2010,Manhattan,Inwood and Washington Heights,6.22955,491908.7077,641.409416,19.15731322,76.88972701,"$30,727"
10032,2011,Manhattan,Inwood and Washington Heights,3.327583333,450531.2769,676.6628898,18.71728448,77.41147989,"$31,108"
10032,2012,Manhattan,Inwood and Washington Heights,8.983658333,429842.5616,694.2896267,18.49727011,77.67235632,"$31,728"
10032,2013,Manhattan,Inwood and Washington Heights,6.614566667,512597.4231,623.7826791,19.37732759,76.62885057,"$31,745"
10033,2004,Manhattan,Inwood and Washington Heights,4.905666667,340272.2941,782.4233113,17.39719828,78.97673851,"$29,821"
10033,2005,Manhattan,Inwood and Washington Heights,8.899366667,313369.8824,835.3035221,16.73715517,79.75936782,"$31,534"
10033,2006,Manhattan,Inwood and Washington Heights,15.44026667,331304.8235,800.0500482,17.17718391,79.23761494,"$31,959"
10033,2007,Manhattan,Inwood and Washington Heights,4.69,349239.7647,764.7965744,17.61721264,78.71586207,"$30,516"
10033,2008,Manhattan,Inwood and Washington Heights,4.1509,358207.2353,747.1698375,17.83722701,78.45498563,"$35,100"
10033,2011,Manhattan,Inwood and Washington Heights,9.998022222,322337.3529,817.6767851,16.95716954,79.49849138,"$36,754"
10033,2012,Manhattan,Inwood and Washington Heights,7.458808333,409153.8462,711.9163637,18.27725575,77.93323276,"$38,106"
10033,2013,Manhattan,Inwood and Washington Heights,10.08965,367174.7059,729.5431006,18.05724138,78.1941092,"$39,362"
10034,2005,Manhattan,Inwood and Washington Heights,12.606825,295434.9412,870.5569959,16.29712644,80.28112069,"$30,335"
10034,2006,Manhattan,Inwood and Washington Heights,13.53275,286467.4706,888.1837328,16.07711207,80.54199713,"$31,507"
10034,2007,Manhattan,Inwood and Washington Heights,9.82905,304402.4118,852.930259,16.5171408,80.02024425,"$30,411"
10034,2009,Manhattan,Inwood and Washington Heights,7.7419,359227.187,941.0639435,15.41706897,81.32462644,"$34,255"
10034,2012,Manhattan,Inwood and Washington Heights,5.647355556,318363.5935,923.4372066,15.63708333,81.06375,"$36,610"
10034,2013,Manhattan,Inwood and Washington Heights,7.993391667,277500,905.8104697,15.8570977,80.80287356,"$37,578"
10035,2006,Manhattan,East Harlem,4.291475,563545.1546,1029.197628,14.31699713,82.62900862,"$28,472"
10035,2007,Manhattan,East Harlem,5.990791667,522681.5611,1011.570891,14.53701149,82.36813218,"$27,009"
10035,2008,Manhattan,East Harlem,7.757283333,440954.3741,976.3174174,14.97704023,81.84637931,"$32,421"
10035,2009,Manhattan,East Harlem,7.977516667,400090.7805,958.6906805,15.1970546,81.58550287,"$32,823"
10035,2010,Manhattan,East Harlem,7.662658333,686135.9351,1082.077839,13.65695402,83.41163793,"$33,979"
10035,2011,Manhattan,East Harlem,9.732908333,645272.3416,1064.451102,13.87696839,83.15076149,"$37,238"
10035,2012,Manhattan,East Harlem,17.47184167,481817.9676,993.9441543,14.75702586,82.10725575,"$39,019"
10035,2013,Manhattan,East Harlem,11.812275,604408.7481,1046.824365,14.09698276,82.88988506,"$39,268"
10036,2004,Manhattan,Chelsea and Clinton,0.815009091,726999.5287,1099.704576,13.43693966,83.67251437,"$159,908"
10036,2005,Manhattan,Chelsea and Clinton,1.079525,972174.7913,1163.079979,12.33686782,84.97689655,"$183,132"
10036,2006,Manhattan,Chelsea and Clinton,11.01565833,879863.509,1178.240286,12.99691092,84.19426724,"$202,592"
10036,2007,Manhattan,Chelsea and Clinton,25.961025,948479.7918,1203.877969,12.11685345,85.23777299,"$209,176"
10036,2008,Manhattan,Chelsea and Clinton,21.21510833,991863.8958,1239.149258,12.77689655,84.45514368,"$164,898"
10036,2009,Manhattan,Chelsea and Clinton,13.31658333,995869.7907,1122.28199,12.55688218,84.71602011,"$163,339"
10036,2010,Manhattan,Chelsea and Clinton,8.8497,876392.1569,1055.111179,11.45681034,86.0204023,"$164,026"
10036,2011,Manhattan,Chelsea and Clinton,7.745775,921153.8462,1083.47822,11.67682471,85.75952586,"$169,574"
10036,2012,Manhattan,Chelsea and Clinton,6.297208333,767863.1222,1117.331313,13.21692529,83.9333908,"$197,931"
10036,2013,Manhattan,Chelsea and Clinton,7.261925,887840.3846,1251.15004,11.89683908,85.49864943,"$205,240"
10037,2004,Manhattan,Central Harlem,5.882366667,490238.8796,800.2675349,10.13672414,87.58566092,"$33,894"
10037,2005,Manhattan,Central Harlem,4.95796,618956.6387,885.2154161,10.57675287,87.06390805,"$36,060"
10037,2006,Manhattan,Central Harlem,7.142875,654478.6667,841.4403261,9.476681034,88.36829023,"$36,582"
10037,2007,Manhattan,Central Harlem,5.042,747674.3978,970.1632974,11.01678161,86.54215517,"$34,528"
10037,2008,Manhattan,Central Harlem,13.86555,425880,757.7935943,9.91670977,87.84653736,"$39,215"
10037,2009,Manhattan,Central Harlem,10.86370909,683315.5182,927.6893568,10.79676724,86.80303161,"$40,178"
10037,2010,Manhattan,Central Harlem,5.348911111,554597.7591,842.7414755,10.35673851,87.32478448,"$41,312"
10037,2012,Manhattan,Central Harlem,4.383188889,540179.3333,799.6169602,9.696695402,88.10741379,"$42,259"
10037,2013,Manhattan,Central Harlem,4.9365,812033.2773,1012.637238,11.23679598,86.28127874,"$43,316"
10038,2004,Manhattan,Lower Manhattan,3.343572727,747549.4733,918.3138921,50.82375,43.10375,"$59,000"
10038,2005,Manhattan,Lower Manhattan,2.799875,809058.8235,8506.104934,2.843333333,96.81583333,"$67,312"
10038,2006,Manhattan,Lower Manhattan,2.788825,768778,883.2636919,9.256666667,88.62916667,"$81,914"
10038,2007,Manhattan,Lower Manhattan,11.07798333,829838.7132,869.7173606,33.8825,58.90666667,"$82,127"
10038,2008,Manhattan,Lower Manhattan,11.53634167,764803.9476,938.4445063,30.13166667,62.41416667,"$89,378"
10038,2009,Manhattan,Lower Manhattan,15.61195833,665260.2333,966.9104237,67.765,27.30083333,"$81,880"
10038,2010,Manhattan,Lower Manhattan,8.504566667,855852.9412,4673.991485,60.85833333,29.7425,"$86,907"
10038,2011,Manhattan,Lower Manhattan,8.620908333,653164.7691,838.8320361,41.92333333,45.39583333,"$100,351"
10038,2012,Manhattan,Lower Manhattan,8.751116667,902647.0588,841.8780356,49.48083333,39.31666667,"$111,759"
10038,2013,Manhattan,Lower Manhattan,9.787058333,837058.8235,925.0870578,6.285833333,90.51666667,"$115,943"
10039,2007,Manhattan,Central Harlem,50.306375,621882.3529,23834.55873,7.283978495,91.05271505,"$28,146"
10039,2008,Manhattan,Central Harlem,49.18300833,528294.1176,31498.78563,9.504301075,88.17115591,"$31,843"
10039,2009,Manhattan,Central Harlem,7.352933333,575088.2353,27666.67218,8.394139785,89.61193548,"$33,100"
10039,2010,Manhattan,Central Harlem,6.92445,762264.7059,12338.21838,3.953494624,95.37505376,"$33,245"
10039,2011,Manhattan,Central Harlem,17.74374167,715470.5882,16170.33183,5.063655914,93.93427419,"$33,677"
10039,2012,Manhattan,Central Harlem,9.658933333,668676.4706,20002.44528,6.173817204,92.49349462,"$34,344"
10039,2013,Manhattan,Central Harlem,3.847766667,481500,35330.89908,10.61446237,86.73037634,"$34,966"
10040,2004,Manhattan,Inwood and Washington Heights,12.708325,9735644.199,50659.35288,15.05510753,80.96725806,"$27,909"
10040,2005,Manhattan,Inwood and Washington Heights,17.22223333,19163041.4,54491.46633,16.16526882,79.52647849,"$29,798"
10040,2006,Manhattan,Inwood and Washington Heights,9.1667,297969.6533,42995.12598,12.83478495,83.8488172,"$31,367"
10040,2012,Manhattan,Inwood and Washington Heights,6.177022222,287692.3077,39163.01253,11.72462366,85.28959677,"$36,260"
10040,2013,Manhattan,Inwood and Washington Heights,8.845458333,308246.9988,46827.23943,13.94494624,82.40803763,"$37,321"
10044,2006,Manhattan,Upper East Side,31.68142727,242405.5883,466.7003427,25.04655914,68.00024194,"$67,450"
10044,2007,Manhattan,Upper East Side,12.581125,19123536.55,26675.14288,22.82623656,70.88180108,"$68,295"
10044,2008,Manhattan,Upper East Side,11.15043333,47445233,65987.80668,19.49575269,75.20413978,"$71,769"
10044,2009,Manhattan,Upper East Side,15.53421,28590438.6,58323.57978,17.27543011,78.08569892,"$70,759"
10044,2010,Manhattan,Upper East Side,13.84761667,9682971.071,13570.92161,23.93639785,69.44102151,"$74,670"
10044,2011,Manhattan,Upper East Side,4.020983333,28564102.04,39779.36414,21.71607527,72.32258065,"$77,045"
10044,2012,Manhattan,Upper East Side,6.87905,38017835.8,62155.69323,18.3855914,76.64491935,"$82,915"
10044,2013,Manhattan,Upper East Side,6.532991667,38004667.52,52883.58541,20.60591398,73.76336022,"$83,266"
10069,2004,NA,NA,3.370483333,765000,893.7217723,26.15672043,66.55946237,"$270,687"
10069,2005,NA,NA,7.293866667,952628.2051,1029.533476,27.26688172,65.1186828,"$309,621"
10069,2006,NA,NA,18.79423333,981538.4615,1135.332699,28.37704301,63.67790323,"$351,011"
10069,2007,NA,NA,9.014516667,1115000,1200.396825,29.4872043,62.23712366,"$459,265"
10069,2008,NA,NA,11.76130833,1270148.643,1255.510049,35.03801075,55.03322581,"$420,558"
10069,2009,NA,NA,8.049858333,1194762.826,1206.928334,36.14817204,53.59244624,"$362,622"
10069,2010,NA,NA,9.692091667,1406538.462,1156.172951,32.81768817,57.91478495,"$370,342"
10069,2011,NA,NA,9.325466667,1200000,1165.254237,33.92784946,56.47400538,"$409,620"
10069,2012,NA,NA,11.359075,1394166.5,1194.591235,30.59736559,60.79634409,"$479,115"
10069,2013,NA,NA,10.97178333,1213568.803,1292.254384,31.70752688,59.35556452,"$473,011"
10128,2004,Manhattan,Upper East Side,3.338666667,654551.9608,692.9008776,33.37125,61.21125,"$205,379"
10128,2005,Manhattan,Upper East Side,6.541,707941.6667,828.2838667,8.68,90.79166667,"$229,466"
10128,2006,Manhattan,Upper East Side,4.315683333,853327.2624,939.08801,17.86833333,79.265,"$255,420"
10128,2007,Manhattan,Upper East Side,3.871466667,803059.1,969.1933767,18.73416667,75.95416667,"$304,146"
10128,2008,Manhattan,Upper East Side,4.4169,1143367.534,1141.379425,26.69833333,67.31583333,"$257,932"
10128,2009,Manhattan,Upper East Side,3.129816667,2031512.821,996.1913218,75.31916667,20.41583333,"$281,614"
10128,2010,Manhattan,Upper East Side,3.024775,751652.2301,869.1649859,46.33333333,46.67416667,"$277,102"
10128,2011,Manhattan,Upper East Side,3.02425,1002863.526,953.7270905,37.25833333,52.15166667,"$281,320"
10128,2012,Manhattan,Upper East Side,4.945425,771237.5,827.0236311,55.35833333,36.13833333,"$323,582"
10128,2013,Manhattan,Upper East Side,6.813841667,786541.6667,995.4214,11.38416667,86.28416667,"$332,870"
10280,2004,Manhattan,Lower Manhattan,2.17633,429017.8733,603.9804384,14.7025,79.10625,"$132,224"
10280,2005,Manhattan,Lower Manhattan,6.375866667,449640.7692,664.86628,0.19,99.70416667,"$144,151"
10280,2006,Manhattan,Lower Manhattan,4.3619,509198.0996,723.8259925,8.764166667,87.545,"$162,684"
10280,2007,Manhattan,Lower Manhattan,3.252175,541397.0588,798.2377522,14.2025,79.71583333,"$184,597"
10280,2008,Manhattan,Lower Manhattan,3.992,628351.2688,966.0456961,15.2025,78.49666667,"$176,976"
10280,2009,Manhattan,Lower Manhattan,2.686216667,595419.6423,832.7058563,68.80916667,25.96916667,"$156,032"
10280,2010,Manhattan,Lower Manhattan,1.621758333,552844.2164,754.9082463,65.88416667,25.565,"$166,635"
10280,2011,Manhattan,Lower Manhattan,3.264,596490.3333,785.9905,61.01833333,29.245,"$172,430"
10280,2012,Manhattan,Lower Manhattan,4.686508333,613825.9804,924.9160439,49.7475,43.53083333,"$184,651"
10280,2013,Manhattan,Lower Manhattan,8.174275,681641.185,941.58572,26.43333333,66.39916667,"$188,058"
10282,2008,NA,NA,54.33457143,1748738.462,1259.278182,61.79666667,28.48027778,"$308,206"
10282,2009,NA,NA,47.2851,1475757.949,1060.532818,62.575,27.71555556,"$260,234"
10282,2011,NA,NA,9.902945455,1202777.436,861.7874536,63.35333333,26.95083333,"$366,684"
10282,2012,NA,NA,9.488766667,929796.9231,663.0420895,64.13166667,26.18611111,"$405,457"
10282,2013,NA,NA,8.446983333,656816.4103,464.2967254,64.91,25.42138889,"$403,407"
10301,2004,Staten Island,Stapleton and St. George,4.717891667,321244,226.9376811,6.1325,91.03083333,"$55,557"
10301,2005,Staten Island,Stapleton and St. George,6.165475,371299.25,258.1364091,3.81,94.61416667,"$58,254"
10301,2006,Staten Island,Stapleton and St. George,5.72345,368298.6996,276.86837,11.68583333,81.88916667,"$59,938"
10301,2007,Staten Island,Stapleton and St. George,4.31635,414515.6916,278.9374361,28.78,59.24,"$56,951"
10301,2008,Staten Island,Stapleton and St. George,3.939483333,375011.7647,284.5528873,78.54,12.325,"$62,460"
10301,2009,Staten Island,Stapleton and St. George,3.085483333,383835.8974,265.5513613,65.68833333,24.65666667,"$61,055"
10301,2010,Staten Island,Stapleton and St. George,3.348383333,360031.3824,260.9674907,47.6175,38.53,"$61,313"
10301,2011,Staten Island,Stapleton and St. George,2.915758333,364264.7059,255.8220286,73.8675,15.59416667,"$61,695"
10301,2012,Staten Island,Stapleton and St. George,2.517525,382728.6878,229.7290797,48.02083333,37.96083333,"$63,214"
10301,2013,Staten Island,Stapleton and St. George,4.075341667,379264.6908,251.3187007,36.26333333,48.83583333,"$63,235"
10302,2004,Staten Island,Port Richmond,5.79175,272786.1719,201.269825,10.39333333,83.36166667,"$42,771"
10302,2005,Staten Island,Port Richmond,9.081716667,317843.0963,230.0976013,2.09,97.015,"$44,737"
10302,2006,Staten Island,Port Richmond,7.812733333,373216.4512,268.3331695,5.24,90.72,"$45,646"
10302,2007,Staten Island,Port Richmond,5.806225,370000,249.2153854,35.9875,50.83833333,"$43,824"
10302,2008,Staten Island,Port Richmond,4.320308333,371608.2256,258.7742775,81.48583333,10.7525,"$47,126"
10302,2009,Staten Island,Port Richmond,3.549666667,325649.625,225.7384516,82.00416667,11.48083333,"$47,417"
10302,2010,Staten Island,Port Richmond,3.35885,280000,193.3404941,52.52916667,33.44666667,"$46,992"
10302,2011,Staten Island,Port Richmond,2.976325,277595.3906,195.9836044,79.76083333,11.26,"$47,487"
10302,2012,Staten Island,Port Richmond,2.745091667,343921.5482,239.6564933,52.43833333,31.21166667,"$47,143"
10302,2013,Staten Island,Port Richmond,2.7673,275190.7813,198.6267147,30.60083333,54.43916667,"$46,984"
10303,2004,Staten Island,Port Richmond,7.657666667,233910.4167,179.189225,2.5375,95.55,"$37,509"
10303,2005,Staten Island,Port Richmond,13.26535,269765.5,206.271075,3.136666667,95.2325,"$38,658"
10303,2006,Staten Island,Port Richmond,11.59909167,305353.3333,237.7455583,2.66,95.3325,"$39,729"
10303,2007,Staten Island,Port Richmond,7.469983333,306823.8636,247.3656636,27.97916667,56.18333333,"$38,207"
10303,2008,Staten Island,Port Richmond,4.8069,265000,190.782563,54.47583333,30.84583333,"$41,747"
10303,2009,Staten Island,Port Richmond,4.217383333,294882.353,190.3874505,87.13,7.985833333,"$41,512"
10303,2010,Staten Island,Port Richmond,3.872941667,315000,200.8928571,60.67583333,25.37083333,"$41,795"
10303,2011,Staten Island,Port Richmond,2.472916667,215000,180.6722689,76.785,12.79833333,"$41,750"
10303,2012,Staten Island,Port Richmond,2.002841667,308090.625,218.1283286,68.79333333,19.77,"$41,810"
10303,2013,Staten Island,Port Richmond,2.47465,207500,178.6764706,47.18833333,39.37416667,"$42,105"
10304,2004,Staten Island,Stapleton and St. George,7.1639,267479.5833,187.788575,5.471666667,92.0425,"$53,571"
10304,2005,Staten Island,Stapleton and St. George,9.553925,301181.25,235.3638,3.495833333,94.9525,"$58,529"
10304,2006,Staten Island,Stapleton and St. George,7.77295,356571.5125,256.9262833,6.0975,89.28333333,"$58,568"
10304,2007,Staten Island,Stapleton and St. George,5.319275,371159.625,264.8235333,25.6075,61.96916667,"$61,833"
10304,2008,Staten Island,Stapleton and St. George,4.108625,348462.535,253.2113875,70.86833333,18.52666667,"$61,019"
10304,2009,Staten Island,Stapleton and St. George,2.977858333,342584.1101,232.2433571,72.47916667,18.30583333,"$60,114"
10304,2010,Staten Island,Stapleton and St. George,2.970391667,413940.1301,244.29475,41.98083333,41.81583333,"$71,346"
10304,2011,Staten Island,Stapleton and St. George,2.4008,346453.8084,220.6998265,70.73416667,17.57166667,"$59,441"
10304,2012,Staten Island,Stapleton and St. George,2.181375,374743.5897,232.6848441,64.425,22.745,"$62,172"
10304,2013,Staten Island,Stapleton and St. George,2.815425,388720.049,241.02325,26.6775,58.74583333,"$63,494"
10305,2004,Staten Island,Stapleton and St. George,6.140583333,313891.25,211.3535667,9.274166667,87.35833333,"$49,147"
10305,2005,Staten Island,Stapleton and St. George,8.149366667,370512.5,262.8397833,1.115,98.365,"$51,061"
10305,2006,Staten Island,Stapleton and St. George,6.553075,404616.6667,285.4922333,6.478333333,88.29,"$54,130"
10305,2007,Staten Island,Stapleton and St. George,4.946516667,396776.6667,267.9670833,54.83333333,29.91666667,"$52,244"
10305,2008,Staten Island,Stapleton and St. George,4.302075,377708.2862,268.4941217,79.19083333,11.41666667,"$55,884"
10305,2009,Staten Island,Stapleton and St. George,3.011733333,383728.9695,251.1638623,63.645,24.0925,"$55,885"
10305,2010,Staten Island,Stapleton and St. George,3.2137,372686.2556,256.23275,28.09666667,54.97416667,"$56,018"
10305,2011,Staten Island,Stapleton and St. George,2.8025,365699.0245,236.5498667,75.95166667,12.6075,"$57,571"
10305,2012,Staten Island,Stapleton and St. George,2.604533333,337693.4389,222.1935129,52.19916667,30.76166667,"$57,344"
10305,2013,Staten Island,Stapleton and St. George,2.801408333,364511.595,248.7808474,39.5025,42.64333333,"$58,358"
10306,2004,Staten Island,South Shore,4.998016667,337294.025,239.6184333,3.355833333,94.69666667,"$55,482"
10306,2005,Staten Island,South Shore,7.144825,391837.475,278.849425,1.721666667,97.18333333,"$58,013"
10306,2006,Staten Island,South Shore,6.101441667,408795.0833,305.6824,5.0925,89.665,"$62,425"
10306,2007,Staten Island,South Shore,4.807408333,403255,306.2619,54.795,30.52166667,"$60,457"
10306,2008,Staten Island,South Shore,3.636083333,405120.5,292.73565,74.82583333,13.05333333,"$63,772"
10306,2009,Staten Island,South Shore,3.157416667,378275,270.4042833,77.51833333,13.94,"$62,823"
10306,2010,Staten Island,South Shore,3.338683333,396351.225,259.689525,30.37416667,51.73583333,"$64,203"
10306,2011,Staten Island,South Shore,2.836991667,389270.8333,271.3265167,67.03166667,18.34916667,"$65,314"
10306,2012,Staten Island,South Shore,2.586216667,374562.5,255.9877833,56.2525,26.66166667,"$67,141"
10306,2013,Staten Island,South Shore,2.476533333,391758.3333,257.5072083,33.6575,47.63916667,"$67,205"
10307,2004,Staten Island,South Shore,5.591283333,338335.7466,225.9855553,7.108333333,90.06916667,"$66,835"
10307,2005,Staten Island,South Shore,7.569275,417719.5827,269.3073465,3.409166667,94.5375,"$72,640"
10307,2006,Staten Island,South Shore,6.819475,494455.5882,315.0242795,5.045833333,90.6775,"$77,583"
10307,2007,Staten Island,South Shore,5.084275,445729.4118,290.9472655,56.53,30.2175,"$77,242"
10307,2008,Staten Island,South Shore,4.238075,447864.7059,276.654572,74.7575,13.94166667,"$79,537"
10307,2009,Staten Island,South Shore,3.3962,386000,251.396648,63.76916667,27.13833333,"$77,761"
10307,2010,Staten Island,South Shore,3.284508333,450000,262.3618785,28.42166667,57.40416667,"$80,244"
10307,2011,Staten Island,South Shore,2.855591667,362167.8733,238.6911017,68.00666667,19.03166667,"$80,882"
10307,2012,Staten Island,South Shore,3.453658333,433704.9992,283.616273,58.53083333,24.39666667,"$82,911"
10307,2013,Staten Island,South Shore,2.861333333,417409.9985,304.8706676,40.3175,43.26,"$84,790"
10308,2004,Staten Island,South Shore,4.807583333,352578.4348,246.7546727,4.986666667,92.0675,"$58,434"
10308,2005,Staten Island,South Shore,6.28815,386084.1667,287.2281909,0.9375,98.57333333,"$59,227"
10308,2006,Staten Island,South Shore,5.768316667,428496.2511,294.6620714,5.5375,89.39833333,"$63,321"
10308,2007,Staten Island,South Shore,4.135091667,401114.9977,326.1250622,71.28416667,17.885,"$64,581"
10308,2008,Staten Island,South Shore,3.90345,388425.3394,267.251479,81.49916667,8.945833333,"$67,431"
10308,2009,Staten Island,South Shore,2.760133333,392618.4081,259.8153501,73.43666667,16.18,"$66,952"
10308,2010,Staten Island,South Shore,3.253316667,390819.1364,272.7631455,28.96916667,52.5775,"$68,084"
10308,2011,Staten Island,South Shore,2.975275,381690.724,262.3859034,65.86333333,19.9425,"$68,352"
10308,2012,Staten Island,South Shore,2.341575,383460.9729,259.8099107,51.51083333,28.405,"$69,356"
10308,2013,Staten Island,South Shore,2.880575,386416.541,263.1872063,24.83416667,56.63416667,"$70,303"
10309,2004,Staten Island,South Shore,7.547708333,328129.1667,203.3172917,4.838333333,92.225,"$62,792"
10309,2005,Staten Island,South Shore,7.771958333,396451.0917,237.4445833,2.219166667,96.6475,"$65,688"
10309,2006,Staten Island,South Shore,7.112033333,428937.7417,256.3972818,6.540833333,87.145,"$68,934"
10309,2007,Staten Island,South Shore,6.023591667,451655.8333,248.949175,55.64083333,28.91666667,"$69,420"
10309,2008,Staten Island,South Shore,4.999433333,421787.4044,240.81312,69.9875,15.92333333,"$72,199"
10309,2009,Staten Island,South Shore,3.426133333,411763.4622,229.6612381,69.4475,19.48166667,"$73,318"
10309,2010,Staten Island,South Shore,3.6031,409901.448,224.9959,34.14166667,47.325,"$74,950"
10309,2011,Staten Island,South Shore,3.506166667,415703.0824,219.37099,70.88583333,15.1675,"$76,439"
10309,2012,Staten Island,South Shore,3.266533333,390627.5474,232.1089335,53.025,28.2725,"$76,073"
10309,2013,Staten Island,South Shore,3.729916667,378636.7544,224.6288,34.76666667,45.10333333,"$77,437"
10310,2004,Staten Island,Port Richmond,5.406616667,301704.7059,210.7467596,6.1025,90.96666667,"$52,197"
10310,2005,Staten Island,Port Richmond,7.662041667,332803.3333,242.7909167,3.018333333,95.74833333,"$52,602"
10310,2006,Staten Island,Port Richmond,6.394308333,403399.729,295.1130729,10.2525,84.93583333,"$55,674"
10310,2007,Staten Island,Port Richmond,4.998283333,390090.4712,285.6389167,45.86916667,41.19583333,"$53,404"
10310,2008,Staten Island,Port Richmond,4.021283333,439615.3846,259.375,77.3475,12.55916667,"$56,980"
10310,2009,Staten Island,Port Richmond,3.034508333,344213.2353,230.3567368,74.135,17.53166667,"$55,216"
10310,2010,Staten Island,Port Richmond,3.554683333,361137.2549,271.1625048,39.74916667,47.12833333,"$55,691"
10310,2011,Staten Island,Port Richmond,2.686283333,401570.6879,250.9295816,74.77416667,15.015,"$55,309"
