# This automated data download from the USGS Tracking Water Quality of the Nation's Rivers and Streams website have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.
#
#SITE_QW_ID USGS station identifier for water-quality sampling (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text)
#SITE_FLOW_ID USGS or other agency station identifier for streamflow measurement (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text)
#CONSTIT Abbreviation indicating constituent type.  Values include NO3+NO2: nitrate plus nitrite as N; TN: total nitrogen as N; TP: total phosphorus as P; SSC: suspended-sediment concentration
#DATE  Date of sample
#WY Water year; the 12-month period beginning on October 1 for any given year and lasting through September 30 of the following year. The water year is designated by the calendar year in which it ends.
#CONCENTRATION Concentration in milligrams per liter
#REMARK Water-quality remark.  This field is < if data are less than the laboratory reporting level or blank if they are not
SITE_QW_ID,SITE_FLOW_ID,CONSTIT,DATE,WY,CONCENTRATION,REMARK
01209710,01209700,SSC,2014-05-22,2014,7.0,
01209710,01209700,SSC,2014-06-03,2014,1.0,
01209710,01209700,SSC,2014-06-18,2014,1.0,
01209710,01209700,SSC,2014-06-25,2014,1.0,
01209710,01209700,SSC,2014-07-09,2014,2.0,
01209710,01209700,SSC,2014-07-23,2014,1.0,
01209710,01209700,SSC,2014-07-30,2014,2.0,
01209710,01209700,SSC,2014-08-05,2014,2.0,
01209710,01209700,SSC,2014-08-11,2014,1.0,
01209710,01209700,SSC,2014-08-21,2014,2.0,
01209710,01209700,SSC,2014-08-27,2014,1.0,
01209710,01209700,SSC,2014-09-15,2014,1.0,
01209710,01209700,SSC,2014-09-29,2014,2.0,
01209710,01209700,TN,2013-10-23,2014,0.403,
01209710,01209700,TN,2013-11-07,2014,0.348,
01209710,01209700,TN,2013-12-09,2014,0.93,
01209710,01209700,TN,2014-01-07,2014,1.25,
01209710,01209700,TN,2014-02-07,2014,1.41,
01209710,01209700,TN,2014-02-20,2014,1.38,
01209710,01209700,TN,2014-03-05,2014,1.31,
01209710,01209700,TN,2014-03-17,2014,1.04,
01209710,01209700,TN,2014-04-02,2014,1.14,
01209710,01209700,TN,2014-04-16,2014,0.916,
01209710,01209700,TN,2014-05-07,2014,0.831,
01209710,01209700,TN,2014-05-14,2014,0.956,
01209710,01209700,TN,2014-05-22,2014,1.11,
01209710,01209700,TN,2014-06-03,2014,1.1,
01209710,01209700,TN,2014-06-18,2014,1.09,
01209710,01209700,TN,2014-06-25,2014,0.855,
01209710,01209700,TN,2014-07-09,2014,0.876,
01209710,01209700,TN,2014-07-23,2014,0.866,
01209710,01209700,TN,2014-07-30,2014,0.934,
01209710,01209700,TN,2014-08-05,2014,0.86,
01209710,01209700,TN,2014-08-11,2014,0.796,
01209710,01209700,TN,2014-08-21,2014,0.744,
01209710,01209700,TN,2014-08-27,2014,1.22,
01209710,01209700,TN,2014-09-15,2014,0.7,
01209710,01209700,TN,2014-09-29,2014,0.684,
01209710,01209700,TP,2013-10-23,2014,0.0234,
01209710,01209700,TP,2013-11-07,2014,0.0136,
01209710,01209700,TP,2013-12-09,2014,0.0365,
01209710,01209700,TP,2014-01-07,2014,0.0452,
01209710,01209700,TP,2014-02-07,2014,0.0181,
01209710,01209700,TP,2014-02-20,2014,0.0193,
01209710,01209700,TP,2014-03-05,2014,0.0147,
01209710,01209700,TP,2014-03-17,2014,0.0141,
01209710,01209700,TP,2014-04-02,2014,0.0278,
01209710,01209700,TP,2014-04-16,2014,0.0395,
01209710,01209700,TP,2014-05-07,2014,0.0248,
01209710,01209700,TP,2014-05-14,2014,0.0261,
01209710,01209700,TP,2014-05-22,2014,0.0671,
01209710,01209700,TP,2014-06-03,2014,0.0378,
01209710,01209700,TP,2014-06-18,2014,0.053,
01209710,01209700,TP,2014-06-25,2014,0.032,
01209710,01209700,TP,2014-07-09,2014,0.0481,
01209710,01209700,TP,2014-07-23,2014,0.0328,
01209710,01209700,TP,2014-07-30,2014,0.0332,
01209710,01209700,TP,2014-08-05,2014,0.0316,
01209710,01209700,TP,2014-08-11,2014,0.0349,
01209710,01209700,TP,2014-08-21,2014,0.0356,
01209710,01209700,TP,2014-08-27,2014,0.0309,
01209710,01209700,TP,2014-09-15,2014,0.0337,
01209710,01209700,TP,2014-09-29,2014,0.0484,
01349150,01349150,NO3_NO2,2013-10-18,2014,0.04,<
01349150,01349150,NO3_NO2,2013-11-21,2014,0.289,
01349150,01349150,NO3_NO2,2013-12-18,2014,1.11,
01349150,01349150,NO3_NO2,2014-01-15,2014,0.853,
01349150,01349150,NO3_NO2,2014-02-14,2014,1.27,
01349150,01349150,NO3_NO2,2014-02-26,2014,0.816,
01349150,01349150,NO3_NO2,2014-03-10,2014,1.03,
01349150,01349150,NO3_NO2,2014-03-19,2014,0.791,
01349150,01349150,NO3_NO2,2014-04-11,2014,0.705,
01349150,01349150,NO3_NO2,2014-04-24,2014,0.531,
01349150,01349150,NO3_NO2,2014-05-06,2014,0.414,
01349150,01349150,NO3_NO2,2014-05-12,2014,0.282,
01349150,01349150,NO3_NO2,2014-05-20,2014,0.679,
01349150,01349150,NO3_NO2,2014-06-03,2014,0.339,
01349150,01349150,NO3_NO2,2014-06-11,2014,0.394,
01349150,01349150,NO3_NO2,2014-07-01,2014,0.269,
01349150,01349150,NO3_NO2,2014-07-08,2014,0.574,
01349150,01349150,NO3_NO2,2014-07-21,2014,0.219,
01349150,01349150,NO3_NO2,2014-07-29,2014,1.06,
01349150,01349150,NO3_NO2,2014-08-12,2014,0.0623,
01349150,01349150,NO3_NO2,2014-08-20,2014,0.0733,
01349150,01349150,NO3_NO2,2014-08-26,2014,1.08,
01349150,01349150,NO3_NO2,2014-09-09,2014,0.325,
01349150,01349150,NO3_NO2,2014-09-25,2014,0.133,
01349150,01349150,SSC,2013-10-18,2014,16.0,
01349150,01349150,SSC,2013-11-21,2014,3.0,
01349150,01349150,SSC,2013-12-18,2014,11.0,
01349150,01349150,SSC,2014-01-15,2014,57.0,
01349150,01349150,SSC,2014-02-14,2014,8.0,
01349150,01349150,SSC,2014-02-26,2014,11.0,
01349150,01349150,SSC,2014-03-10,2014,20.0,
01349150,01349150,SSC,2014-03-19,2014,15.0,
01349150,01349150,SSC,2014-04-11,2014,34.0,
01349150,01349150,SSC,2014-04-24,2014,7.0,
01349150,01349150,SSC,2014-05-06,2014,5.0,
01349150,01349150,SSC,2014-05-12,2014,6.0,
01349150,01349150,SSC,2014-05-20,2014,8.0,
01349150,01349150,SSC,2014-06-03,2014,16.0,
01349150,01349150,SSC,2014-06-11,2014,25.0,
01349150,01349150,SSC,2014-07-01,2014,11.0,
01349150,01349150,SSC,2014-07-08,2014,12.0,
01349150,01349150,SSC,2014-07-21,2014,16.0,
01349150,01349150,SSC,2014-07-29,2014,27.0,
01349150,01349150,TN,2013-10-18,2014,0.519,
01349150,01349150,TN,2013-11-21,2014,0.429,
01349150,01349150,TN,2013-12-18,2014,1.29,
01349150,01349150,TN,2014-01-15,2014,1.41,
01349150,01349150,TN,2014-02-14,2014,1.39,
01349150,01349150,TN,2014-02-26,2014,1.43,
01349150,01349150,TN,2014-03-10,2014,1.31,
01349150,01349150,TN,2014-03-19,2014,1.3,
01349150,01349150,TN,2014-04-11,2014,1.03,
01349150,01349150,TN,2014-04-24,2014,0.709,
01349150,01349150,TN,2014-05-06,2014,0.627,
01349150,01349150,TN,2014-05-12,2014,0.637,
01349150,01349150,TN,2014-05-20,2014,0.896,
01349150,01349150,TN,2014-06-03,2014,0.719,
01349150,01349150,TN,2014-06-11,2014,0.823,
01349150,01349150,TN,2014-07-01,2014,0.707,
01349150,01349150,TN,2014-07-08,2014,1.02,
01349150,01349150,TN,2014-07-21,2014,0.649,
01349150,01349150,TN,2014-07-29,2014,1.78,
01349150,01349150,TN,2014-08-12,2014,0.626,
01349150,01349150,TN,2014-08-20,2014,0.46,
01349150,01349150,TN,2014-08-26,2014,1.44,
01349150,01349150,TN,2014-09-09,2014,0.627,
01349150,01349150,TN,2014-09-25,2014,0.459,
01349150,01349150,TP,2013-10-18,2014,0.0346,
01349150,01349150,TP,2013-11-21,2014,0.0064,
01349150,01349150,TP,2013-12-18,2014,0.0078,
01349150,01349150,TP,2014-01-15,2014,0.119,
01349150,01349150,TP,2014-02-14,2014,0.0098,
01349150,01349150,TP,2014-02-26,2014,0.0846,
01349150,01349150,TP,2014-03-10,2014,0.0147,
01349150,01349150,TP,2014-03-19,2014,0.0642,
01349150,01349150,TP,2014-04-11,2014,0.0466,
01349150,01349150,TP,2014-04-24,2014,0.0108,
01349150,01349150,TP,2014-05-06,2014,0.012,
01349150,01349150,TP,2014-05-12,2014,0.0255,
01349150,01349150,TP,2014-05-20,2014,0.0139,
01349150,01349150,TP,2014-06-03,2014,0.036,
01349150,01349150,TP,2014-06-11,2014,0.043,
01349150,01349150,TP,2014-07-01,2014,0.0238,
01349150,01349150,TP,2014-07-08,2014,0.024,
01349150,01349150,TP,2014-07-21,2014,0.0315,
01349150,01349150,TP,2014-07-29,2014,0.0629,
01349150,01349150,TP,2014-08-12,2014,0.0489,
01349150,01349150,TP,2014-08-20,2014,0.0303,
01349150,01349150,TP,2014-08-26,2014,0.0408,
01349150,01349150,TP,2014-09-09,2014,0.0201,
01349150,01349150,TP,2014-09-25,2014,0.0243,
01372043,01372058,NO3_NO2,2013-10-24,2014,0.423,
01372043,01372058,NO3_NO2,2013-12-10,2014,0.429,
01372043,01372058,NO3_NO2,2014-01-23,2014,0.554,
01372043,01372058,NO3_NO2,2014-02-06,2014,0.632,
01372043,01372058,NO3_NO2,2014-02-24,2014,0.684,
01372043,01372058,NO3_NO2,2014-03-07,2014,0.879,
01372043,01372058,NO3_NO2,2014-03-24,2014,0.669,
01372043,01372058,NO3_NO2,2014-04-07,2014,0.537,
01372043,01372058,NO3_NO2,2014-04-21,2014,0.469,
01372043,01372058,NO3_NO2,2014-05-05,2014,0.524,
01372043,01372058,NO3_NO2,2014-05-21,2014,0.426,
01372043,01372058,NO3_NO2,2014-06-19,2014,0.486,
01372043,01372058,NO3_NO2,2014-07-17,2014,0.496,
01372043,01372058,NO3_NO2,2014-08-19,2014,0.303,
01372043,01372058,SSC,2013-10-24,2014,42.0,
01372043,01372058,SSC,2013-12-10,2014,60.0,
01372043,01372058,SSC,2014-01-23,2014,51.0,
01372043,01372058,SSC,2014-02-06,2014,27.0,
01372043,01372058,SSC,2014-02-24,2014,24.0,
01372043,01372058,SSC,2014-03-07,2014,12.0,
01372043,01372058,SSC,2014-03-24,2014,46.0,
01372043,01372058,SSC,2014-04-07,2014,73.0,
01372043,01372058,SSC,2014-04-21,2014,95.0,
01372043,01372058,SSC,2014-05-05,2014,52.0,
01372043,01372058,SSC,2014-05-21,2014,142.0,
01372043,01372058,SSC,2014-06-19,2014,52.0,
01372043,01372058,SSC,2014-07-17,2014,26.0,
01372043,01372058,TN,2013-10-24,2014,0.791,
01372043,01372058,TN,2013-12-10,2014,0.874,
01372043,01372058,TN,2014-01-23,2014,1.02,
01372043,01372058,TN,2014-02-06,2014,0.975,
01372043,01372058,TN,2014-02-24,2014,1.03,
01372043,01372058,TN,2014-03-07,2014,1.27,
01372043,01372058,TN,2014-03-24,2014,1.26,
01372043,01372058,TN,2014-04-07,2014,1.05,
01372043,01372058,TN,2014-04-21,2014,1.04,
01372043,01372058,TN,2014-05-05,2014,1.02,
01372043,01372058,TN,2014-05-21,2014,0.818,
01372043,01372058,TN,2014-06-19,2014,0.866,
01372043,01372058,TN,2014-07-17,2014,0.817,
01372043,01372058,TN,2014-08-19,2014,0.615,
01372043,01372058,TP,2013-10-24,2014,0.0924,
01372043,01372058,TP,2013-12-10,2014,0.11,
01372043,01372058,TP,2014-01-23,2014,0.108,
01372043,01372058,TP,2014-02-06,2014,0.0635,
01372043,01372058,TP,2014-02-24,2014,0.0613,
01372043,01372058,TP,2014-03-07,2014,0.0605,
01372043,01372058,TP,2014-03-24,2014,0.113,
01372043,01372058,TP,2014-04-07,2014,0.135,
01372043,01372058,TP,2014-04-21,2014,0.137,
01372043,01372058,TP,2014-05-05,2014,0.0983,
01372043,01372058,TP,2014-05-21,2014,0.0986,
01372043,01372058,TP,2014-06-19,2014,0.0894,
01372043,01372058,TP,2014-07-17,2014,0.0875,
01372043,01372058,TP,2014-08-19,2014,0.0637,
01463500,01463500,NO3_NO2,2013-11-19,2014,0.976,
01463500,01463500,NO3_NO2,2013-12-11,2014,1.01,
01463500,01463500,NO3_NO2,2014-01-27,2014,1.08,
01463500,01463500,NO3_NO2,2014-02-24,2014,1.07,
01463500,01463500,NO3_NO2,2014-03-12,2014,0.974,
01463500,01463500,NO3_NO2,2014-03-27,2014,0.799,
01463500,01463500,NO3_NO2,2014-04-09,2014,0.749,
01463500,01463500,NO3_NO2,2014-04-29,2014,0.772,
01463500,01463500,NO3_NO2,2014-05-06,2014,0.829,
01463500,01463500,NO3_NO2,2014-05-27,2014,0.814,
01463500,01463500,NO3_NO2,2014-06-16,2014,0.714,
01463500,01463500,NO3_NO2,2014-07-22,2014,0.716,
01463500,01463500,NO3_NO2,2014-08-11,2014,0.86,
01463500,01463500,NO3_NO2,2014-09-03,2014,1.2,
01463500,01463500,SSC,2013-11-19,2014,1.0,
01463500,01463500,SSC,2013-12-11,2014,3.0,
01463500,01463500,SSC,2014-01-27,2014,2.0,
01463500,01463500,SSC,2014-02-24,2014,9.0,
01463500,01463500,SSC,2014-03-12,2014,26.0,
01463500,01463500,SSC,2014-03-27,2014,3.0,
01463500,01463500,SSC,2014-03-31,2014,81.0,
01463500,01463500,SSC,2014-04-09,2014,9.0,
01463500,01463500,SSC,2014-04-29,2014,5.0,
01463500,01463500,SSC,2014-05-06,2014,10.0,
01463500,01463500,SSC,2014-05-27,2014,8.0,
01463500,01463500,SSC,2014-06-16,2014,37.0,
01463500,01463500,SSC,2014-07-22,2014,8.0,
01463500,01463500,SSC,2014-08-11,2014,2.0,
01463500,01463500,SSC,2014-09-03,2014,3.0,
01463500,01463500,TN,2013-11-19,2014,1.21,
01463500,01463500,TN,2013-12-11,2014,1.25,
01463500,01463500,TN,2014-01-27,2014,1.32,
01463500,01463500,TN,2014-02-24,2014,1.36,
01463500,01463500,TN,2014-03-12,2014,1.4,
01463500,01463500,TN,2014-03-27,2014,1.02,
01463500,01463500,TN,2014-04-09,2014,1.02,
01463500,01463500,TN,2014-04-29,2014,0.979,
01463500,01463500,TN,2014-05-06,2014,1.1,
01463500,01463500,TN,2014-05-27,2014,1.08,
01463500,01463500,TN,2014-06-16,2014,1.3,
01463500,01463500,TN,2014-07-22,2014,1.01,
01463500,01463500,TN,2014-08-11,2014,1.15,
01463500,01463500,TN,2014-09-03,2014,1.48,
01463500,01463500,TP,2013-10-29,2014,0.061,
01463500,01463500,TP,2013-11-19,2014,0.0591,
01463500,01463500,TP,2013-11-29,2014,0.147,
01463500,01463500,TP,2013-12-11,2014,0.0553,
01463500,01463500,TP,2014-01-27,2014,0.0375,
01463500,01463500,TP,2014-02-24,2014,0.0512,
01463500,01463500,TP,2014-03-12,2014,0.0767,
01463500,01463500,TP,2014-03-13,2014,0.097,
01463500,01463500,TP,2014-03-27,2014,0.0294,
01463500,01463500,TP,2014-03-31,2014,0.113,
01463500,01463500,TP,2014-04-09,2014,0.0386,
01463500,01463500,TP,2014-04-29,2014,0.0384,
01463500,01463500,TP,2014-05-01,2014,0.181,
01463500,01463500,TP,2014-05-06,2014,0.0406,
01463500,01463500,TP,2014-05-27,2014,0.0505,
01463500,01463500,TP,2014-06-16,2014,0.0992,
01463500,01463500,TP,2014-06-30,2014,0.088,
01463500,01463500,TP,2014-07-22,2014,0.0491,
01463500,01463500,TP,2014-08-11,2014,0.0586,
01463500,01463500,TP,2014-09-03,2014,0.108,
01463500,01463500,TP,2014-09-15,2014,0.088,
01578310,01578310,NO3_NO2,2013-10-23,2014,2.27,
01578310,01578310,NO3_NO2,2013-11-06,2014,1.67,
01578310,01578310,NO3_NO2,2013-12-02,2014,1.04,
01578310,01578310,NO3_NO2,2013-12-04,2014,1.36,
01578310,01578310,NO3_NO2,2013-12-12,2014,1.49,
01578310,01578310,NO3_NO2,2014-01-06,2014,1.36,
01578310,01578310,NO3_NO2,2014-01-13,2014,1.62,
01578310,01578310,NO3_NO2,2014-01-23,2014,1.25,
01578310,01578310,NO3_NO2,2014-02-06,2014,1.99,
01578310,01578310,NO3_NO2,2014-02-19,2014,2.26,
01578310,01578310,NO3_NO2,2014-02-25,2014,2.03,
01578310,01578310,NO3_NO2,2014-03-05,2014,1.92,
01578310,01578310,NO3_NO2,2014-03-19,2014,1.17,
01578310,01578310,NO3_NO2,2014-04-01,2014,1.27,
01578310,01578310,NO3_NO2,2014-04-02,2014,1.26,
01578310,01578310,NO3_NO2,2014-04-17,2014,1.03,
01578310,01578310,NO3_NO2,2014-05-01,2014,1.18,
01578310,01578310,NO3_NO2,2014-05-07,2014,1.22,
01578310,01578310,NO3_NO2,2014-05-18,2014,1.18,
01578310,01578310,NO3_NO2,2014-05-19,2014,1.02,
01578310,01578310,NO3_NO2,2014-05-20,2014,0.864,
01578310,01578310,NO3_NO2,2014-05-21,2014,0.851,
01578310,01578310,NO3_NO2,2014-06-03,2014,1.02,
01578310,01578310,NO3_NO2,2014-07-01,2014,0.869,
01578310,01578310,NO3_NO2,2014-08-05,2014,0.954,
01578310,01578310,NO3_NO2,2014-09-03,2014,0.821,
01578310,01578310,SSC,2013-10-23,2014,7.0,
01578310,01578310,SSC,2013-11-06,2014,7.0,
01578310,01578310,SSC,2013-12-02,2014,5.0,
01578310,01578310,SSC,2013-12-04,2014,6.0,
01578310,01578310,SSC,2013-12-12,2014,7.0,
01578310,01578310,SSC,2014-01-06,2014,12.0,
01578310,01578310,SSC,2014-01-13,2014,17.0,
01578310,01578310,SSC,2014-01-23,2014,13.0,
01578310,01578310,SSC,2014-02-06,2014,4.0,
01578310,01578310,SSC,2014-02-19,2014,2.0,
01578310,01578310,SSC,2014-02-25,2014,4.0,
01578310,01578310,SSC,2014-03-05,2014,2.0,
01578310,01578310,SSC,2014-03-19,2014,19.0,
01578310,01578310,SSC,2014-04-01,2014,88.0,
01578310,01578310,SSC,2014-04-02,2014,52.0,
01578310,01578310,SSC,2014-04-17,2014,19.0,
01578310,01578310,SSC,2014-05-01,2014,39.0,
01578310,01578310,SSC,2014-05-07,2014,14.0,
01578310,01578310,SSC,2014-05-18,2014,92.0,
01578310,01578310,SSC,2014-05-19,2014,65.0,
01578310,01578310,SSC,2014-05-20,2014,29.0,
01578310,01578310,SSC,2014-05-21,2014,46.0,
01578310,01578310,SSC,2014-06-03,2014,8.0,
01578310,01578310,SSC,2014-07-01,2014,9.0,
01578310,01578310,SSC,2014-08-05,2014,5.0,
01578310,01578310,SSC,2014-09-03,2014,5.0,
01578310,01578310,TN,2013-10-23,2014,2.73,
01578310,01578310,TN,2013-11-06,2014,1.94,
01578310,01578310,TN,2013-12-02,2014,1.48,
01578310,01578310,TN,2013-12-04,2014,1.72,
01578310,01578310,TN,2013-12-12,2014,1.82,
01578310,01578310,TN,2014-01-06,2014,1.62,
01578310,01578310,TN,2014-01-13,2014,2.06,
